geneID	transcriptID
ENSMUSG00000028033	ENSMUST00000173404
ENSMUSG00000028033	ENSMUST00000029667
ENSMUSG00000041670	ENSMUST00000097811
ENSMUSG00000041670	ENSMUST00000097810
ENSMUSG00000041670	ENSMUST00000115273
ENSMUSG00000041670	ENSMUST00000097809
ENSMUSG00000041670	ENSMUST00000081544
ENSMUSG00000073730	ENSMUST00000073179
ENSMUSG00000026158	ENSMUST00000027343
ENSMUSG00000026156	ENSMUST00000063663
ENSMUSG00000026156	ENSMUST00000140583
ENSMUSG00000026155	ENSMUST00000129254
ENSMUSG00000026155	ENSMUST00000027339
ENSMUSG00000026154	ENSMUST00000027338
ENSMUSG00000026153	ENSMUST00000187752
ENSMUSG00000026153	ENSMUST00000187369
ENSMUSG00000026153	ENSMUST00000027337
ENSMUSG00000026147	ENSMUST00000054588
ENSMUSG00000026147	ENSMUST00000088349
ENSMUSG00000026141	ENSMUST00000051344
ENSMUSG00000026141	ENSMUST00000115244
ENSMUSG00000073725	ENSMUST00000095062
ENSMUSG00000073725	ENSMUST00000191471
ENSMUSG00000033569	ENSMUST00000135518
ENSMUSG00000033569	ENSMUST00000151309
ENSMUSG00000033569	ENSMUST00000041838
ENSMUSG00000073722	ENSMUST00000097801
ENSMUSG00000048411	ENSMUST00000059937
ENSMUSG00000048874	ENSMUST00000088310
ENSMUSG00000048874	ENSMUST00000186733
ENSMUSG00000026064	ENSMUST00000232841
ENSMUSG00000117310	ENSMUST00000027232
ENSMUSG00000117091	ENSMUST00000178317
ENSMUSG00000086727	ENSMUST00000233331
ENSMUSG00000086727	ENSMUST00000152491
ENSMUSG00000086727	ENSMUST00000187892
ENSMUSG00000050217	ENSMUST00000062560
ENSMUSG00000026063	ENSMUST00000027230
ENSMUSG00000026058	ENSMUST00000027226
ENSMUSG00000091318	ENSMUST00000171322
ENSMUSG00000026134	ENSMUST00000027312
ENSMUSG00000004768	ENSMUST00000088287
ENSMUSG00000004768	ENSMUST00000115174
ENSMUSG00000042215	ENSMUST00000044691
ENSMUSG00000042197	ENSMUST00000044455
ENSMUSG00000042197	ENSMUST00000019861
ENSMUSG00000042182	ENSMUST00000062289
ENSMUSG00000026131	ENSMUST00000183034
ENSMUSG00000026131	ENSMUST00000185269
ENSMUSG00000026131	ENSMUST00000097786
ENSMUSG00000026131	ENSMUST00000115104
ENSMUSG00000026131	ENSMUST00000097785
ENSMUSG00000042111	ENSMUST00000042493
ENSMUSG00000026127	ENSMUST00000027303
ENSMUSG00000026126	ENSMUST00000027302
ENSMUSG00000026125	ENSMUST00000027299
ENSMUSG00000026124	ENSMUST00000027298
ENSMUSG00000037529	ENSMUST00000047840
ENSMUSG00000045174	ENSMUST00000052670
ENSMUSG00000037509	ENSMUST00000159747
ENSMUSG00000037509	ENSMUST00000047664
ENSMUSG00000118272	ENSMUST00000211073
ENSMUSG00000037503	ENSMUST00000047534
ENSMUSG00000037503	ENSMUST00000170092
ENSMUSG00000037503	ENSMUST00000191307
ENSMUSG00000037503	ENSMUST00000167518
ENSMUSG00000026123	ENSMUST00000027297
ENSMUSG00000026123	ENSMUST00000156687
ENSMUSG00000045216	ENSMUST00000088174
ENSMUSG00000037470	ENSMUST00000046875
ENSMUSG00000047180	ENSMUST00000056946
ENSMUSG00000037447	ENSMUST00000097778
ENSMUSG00000037447	ENSMUST00000137906
ENSMUSG00000037447	ENSMUST00000115032
ENSMUSG00000037447	ENSMUST00000115031
ENSMUSG00000010453	ENSMUST00000185912
ENSMUSG00000010453	ENSMUST00000186470
ENSMUSG00000010453	ENSMUST00000010597
ENSMUSG00000037432	ENSMUST00000179162
ENSMUSG00000001143	ENSMUST00000115011
ENSMUSG00000001143	ENSMUST00000125304
ENSMUSG00000037408	ENSMUST00000153128
ENSMUSG00000001138	ENSMUST00000001166
ENSMUSG00000001138	ENSMUST00000097776
ENSMUSG00000067653	ENSMUST00000054665
ENSMUSG00000067653	ENSMUST00000194853
ENSMUSG00000079610	ENSMUST00000194894
ENSMUSG00000079610	ENSMUST00000001172
ENSMUSG00000026121	ENSMUST00000191642
ENSMUSG00000026121	ENSMUST00000191677
ENSMUSG00000026121	ENSMUST00000114991
ENSMUSG00000026121	ENSMUST00000195620
ENSMUSG00000046337	ENSMUST00000114981
ENSMUSG00000046337	ENSMUST00000170295
ENSMUSG00000061518	ENSMUST00000193210
ENSMUSG00000037351	ENSMUST00000043951
ENSMUSG00000102416	ENSMUST00000208994
ENSMUSG00000026117	ENSMUST00000027291
ENSMUSG00000026116	ENSMUST00000194563
ENSMUSG00000026116	ENSMUST00000027290
ENSMUSG00000050122	ENSMUST00000238500
ENSMUSG00000026114	ENSMUST00000027288
ENSMUSG00000026114	ENSMUST00000194195
ENSMUSG00000026114	ENSMUST00000195272
ENSMUSG00000026113	ENSMUST00000027287
ENSMUSG00000026113	ENSMUST00000132401
ENSMUSG00000026113	ENSMUST00000136846
ENSMUSG00000026113	ENSMUST00000132615
ENSMUSG00000026113	ENSMUST00000137266
ENSMUSG00000026113	ENSMUST00000140264
ENSMUSG00000026112	ENSMUST00000027286
ENSMUSG00000026111	ENSMUST00000114925
ENSMUSG00000026111	ENSMUST00000027285
ENSMUSG00000026111	ENSMUST00000118059
ENSMUSG00000026110	ENSMUST00000151952
ENSMUSG00000026110	ENSMUST00000042161
ENSMUSG00000026110	ENSMUST00000154819
ENSMUSG00000026090	ENSMUST00000162875
ENSMUSG00000060771	ENSMUST00000041815
ENSMUSG00000060771	ENSMUST00000239367
ENSMUSG00000060771	ENSMUST00000088072
ENSMUSG00000060771	ENSMUST00000193669
ENSMUSG00000060771	ENSMUST00000114902
ENSMUSG00000060771	ENSMUST00000123082
ENSMUSG00000060771	ENSMUST00000155852
ENSMUSG00000037216	ENSMUST00000041621
ENSMUSG00000026088	ENSMUST00000027257
ENSMUSG00000026088	ENSMUST00000139725
ENSMUSG00000026087	ENSMUST00000193673
ENSMUSG00000026087	ENSMUST00000195373
ENSMUSG00000026087	ENSMUST00000027256
ENSMUSG00000061584	ENSMUST00000078307
ENSMUSG00000026085	ENSMUST00000114894
ENSMUSG00000026085	ENSMUST00000027254
ENSMUSG00000058407	ENSMUST00000195032
ENSMUSG00000058407	ENSMUST00000193832
ENSMUSG00000058407	ENSMUST00000162031
ENSMUSG00000058407	ENSMUST00000195247
ENSMUSG00000026083	ENSMUST00000027252
ENSMUSG00000026082	ENSMUST00000027251
ENSMUSG00000037138	ENSMUST00000238906
ENSMUSG00000037138	ENSMUST00000095027
ENSMUSG00000037138	ENSMUST00000039827
ENSMUSG00000048814	ENSMUST00000147695
ENSMUSG00000026080	ENSMUST00000194361
ENSMUSG00000026080	ENSMUST00000027249
ENSMUSG00000067604	ENSMUST00000088029
ENSMUSG00000026078	ENSMUST00000027247
ENSMUSG00000026077	ENSMUST00000056815
ENSMUSG00000073702	ENSMUST00000194746
ENSMUSG00000073702	ENSMUST00000086535
ENSMUSG00000073702	ENSMUST00000179954
ENSMUSG00000073702	ENSMUST00000178079
ENSMUSG00000003134	ENSMUST00000193823
ENSMUSG00000003134	ENSMUST00000054462
ENSMUSG00000003135	ENSMUST00000003219
ENSMUSG00000003135	ENSMUST00000161515
ENSMUSG00000048234	ENSMUST00000062525
ENSMUSG00000050967	ENSMUST00000053355
ENSMUSG00000057173	ENSMUST00000151913
ENSMUSG00000091937	ENSMUST00000171319
ENSMUSG00000026074	ENSMUST00000168431
ENSMUSG00000026074	ENSMUST00000163854
ENSMUSG00000026074	ENSMUST00000193682
ENSMUSG00000026074	ENSMUST00000195636
ENSMUSG00000026074	ENSMUST00000195860
ENSMUSG00000026074	ENSMUST00000195259
ENSMUSG00000026074	ENSMUST00000192509
ENSMUSG00000026073	ENSMUST00000027243
ENSMUSG00000026072	ENSMUST00000114795
ENSMUSG00000026072	ENSMUST00000027241
ENSMUSG00000070942	ENSMUST00000194296
ENSMUSG00000070942	ENSMUST00000095020
ENSMUSG00000026069	ENSMUST00000053043
ENSMUSG00000026069	ENSMUST00000097772
ENSMUSG00000026070	ENSMUST00000108044
ENSMUSG00000026070	ENSMUST00000087983
ENSMUSG00000026070	ENSMUST00000195684
ENSMUSG00000026068	ENSMUST00000027237
ENSMUSG00000026065	ENSMUST00000027233
ENSMUSG00000026062	ENSMUST00000027231
ENSMUSG00000041945	ENSMUST00000039672
ENSMUSG00000079588	ENSMUST00000114765
ENSMUSG00000045515	ENSMUST00000239323
ENSMUSG00000045515	ENSMUST00000054883
ENSMUSG00000060679	ENSMUST00000057208
ENSMUSG00000041907	ENSMUST00000179766
ENSMUSG00000041907	ENSMUST00000114761
ENSMUSG00000070939	ENSMUST00000095014
ENSMUSG00000070939	ENSMUST00000186694
ENSMUSG00000010290	ENSMUST00000010434
ENSMUSG00000008136	ENSMUST00000185893
ENSMUSG00000008136	ENSMUST00000008280
ENSMUSG00000066877	ENSMUST00000086421
ENSMUSG00000026051	ENSMUST00000027217
ENSMUSG00000057363	ENSMUST00000126008
ENSMUSG00000041763	ENSMUST00000188313
ENSMUSG00000041763	ENSMUST00000087933
ENSMUSG00000047343	ENSMUST00000061421
ENSMUSG00000091844	ENSMUST00000238662
ENSMUSG00000091844	ENSMUST00000168641
ENSMUSG00000026049	ENSMUST00000133677
ENSMUSG00000026049	ENSMUST00000027215
ENSMUSG00000026049	ENSMUST00000128190
ENSMUSG00000026049	ENSMUST00000156392
ENSMUSG00000026049	ENSMUST00000152239
ENSMUSG00000026049	ENSMUST00000147571
ENSMUSG00000026049	ENSMUST00000150911
ENSMUSG00000026047	ENSMUST00000065767
ENSMUSG00000026047	ENSMUST00000027213
ENSMUSG00000041684	ENSMUST00000114709
ENSMUSG00000041684	ENSMUST00000035991
ENSMUSG00000026048	ENSMUST00000027214
ENSMUSG00000046828	ENSMUST00000054801
ENSMUSG00000056870	ENSMUST00000074525
ENSMUSG00000056870	ENSMUST00000160854
ENSMUSG00000056870	ENSMUST00000162600
ENSMUSG00000026043	ENSMUST00000087883
ENSMUSG00000026042	ENSMUST00000086430
ENSMUSG00000025995	ENSMUST00000027139
ENSMUSG00000098549	ENSMUST00000183590
ENSMUSG00000025993	ENSMUST00000027137
ENSMUSG00000041144	ENSMUST00000238212
ENSMUSG00000041144	ENSMUST00000069293
ENSMUSG00000101337	ENSMUST00000189749
ENSMUSG00000025986	ENSMUST00000027131
ENSMUSG00000026109	ENSMUST00000081851
ENSMUSG00000045954	ENSMUST00000051572
ENSMUSG00000026107	ENSMUST00000027279
ENSMUSG00000018417	ENSMUST00000046390
ENSMUSG00000018417	ENSMUST00000114537
ENSMUSG00000018417	ENSMUST00000114541
ENSMUSG00000018417	ENSMUST00000018561
ENSMUSG00000062939	ENSMUST00000027277
ENSMUSG00000062939	ENSMUST00000168302
ENSMUSG00000026104	ENSMUST00000191435
ENSMUSG00000026104	ENSMUST00000189347
ENSMUSG00000026104	ENSMUST00000186057
ENSMUSG00000026104	ENSMUST00000070968
ENSMUSG00000026104	ENSMUST00000186574
ENSMUSG00000026104	ENSMUST00000186857
ENSMUSG00000026103	ENSMUST00000114513
ENSMUSG00000026103	ENSMUST00000114510
ENSMUSG00000026103	ENSMUST00000114512
ENSMUSG00000002881	ENSMUST00000069792
ENSMUSG00000002881	ENSMUST00000170269
ENSMUSG00000002881	ENSMUST00000186764
ENSMUSG00000043015	ENSMUST00000165859
ENSMUSG00000041439	ENSMUST00000087701
ENSMUSG00000041439	ENSMUST00000156876
ENSMUSG00000026102	ENSMUST00000027271
ENSMUSG00000041426	ENSMUST00000044478
ENSMUSG00000041426	ENSMUST00000159352
ENSMUSG00000043629	ENSMUST00000050567
ENSMUSG00000043629	ENSMUST00000190831
ENSMUSG00000043629	ENSMUST00000190726
ENSMUSG00000043629	ENSMUST00000114493
ENSMUSG00000043629	ENSMUST00000186266
ENSMUSG00000043629	ENSMUST00000191441
ENSMUSG00000043629	ENSMUST00000114492
ENSMUSG00000026100	ENSMUST00000027269
ENSMUSG00000060715	ENSMUST00000072235
ENSMUSG00000060715	ENSMUST00000190748
ENSMUSG00000026098	ENSMUST00000027267
ENSMUSG00000026097	ENSMUST00000027266
ENSMUSG00000026096	ENSMUST00000114484
ENSMUSG00000026096	ENSMUST00000027265
ENSMUSG00000026095	ENSMUST00000027264
ENSMUSG00000117809	ENSMUST00000236737
ENSMUSG00000096141	ENSMUST00000094964
ENSMUSG00000026094	ENSMUST00000027263
ENSMUSG00000042807	ENSMUST00000120904
ENSMUSG00000042807	ENSMUST00000087659
ENSMUSG00000025983	ENSMUST00000027128
ENSMUSG00000025983	ENSMUST00000163072
ENSMUSG00000041303	ENSMUST00000041638
ENSMUSG00000109809	ENSMUST00000210156
ENSMUSG00000073678	ENSMUST00000097739
ENSMUSG00000052331	ENSMUST00000179030
ENSMUSG00000052331	ENSMUST00000044359
ENSMUSG00000025982	ENSMUST00000027127
ENSMUSG00000025981	ENSMUST00000027125
ENSMUSG00000025981	ENSMUST00000087617
ENSMUSG00000025980	ENSMUST00000027123
ENSMUSG00000073676	ENSMUST00000075242
ENSMUSG00000025979	ENSMUST00000162364
ENSMUSG00000025979	ENSMUST00000159311
ENSMUSG00000025978	ENSMUST00000027121
ENSMUSG00000046994	ENSMUST00000061334
ENSMUSG00000025977	ENSMUST00000087585
ENSMUSG00000038349	ENSMUST00000042986
ENSMUSG00000045336	ENSMUST00000062085
ENSMUSG00000038331	ENSMUST00000114415
ENSMUSG00000038331	ENSMUST00000042857
ENSMUSG00000038331	ENSMUST00000177424
ENSMUSG00000038323	ENSMUST00000042734
ENSMUSG00000048495	ENSMUST00000162686
ENSMUSG00000025971	ENSMUST00000027114
ENSMUSG00000038305	ENSMUST00000163239
ENSMUSG00000038305	ENSMUST00000169772
ENSMUSG00000038305	ENSMUST00000170139
ENSMUSG00000038305	ENSMUST00000167085
ENSMUSG00000038305	ENSMUST00000164302
ENSMUSG00000054770	ENSMUST00000114410
ENSMUSG00000026039	ENSMUST00000027202
ENSMUSG00000063558	ENSMUST00000001027
ENSMUSG00000064294	ENSMUST00000040999
ENSMUSG00000038242	ENSMUST00000040442
ENSMUSG00000079554	ENSMUST00000114366
ENSMUSG00000051223	ENSMUST00000050552
ENSMUSG00000051223	ENSMUST00000186949
ENSMUSG00000026034	ENSMUST00000034868
ENSMUSG00000026035	ENSMUST00000081677
ENSMUSG00000026035	ENSMUST00000117069
ENSMUSG00000026035	ENSMUST00000114348
ENSMUSG00000026036	ENSMUST00000114337
ENSMUSG00000026036	ENSMUST00000171597
ENSMUSG00000026036	ENSMUST00000087521
ENSMUSG00000026037	ENSMUST00000027198
ENSMUSG00000026037	ENSMUST00000114325
ENSMUSG00000038174	ENSMUST00000161600
ENSMUSG00000038174	ENSMUST00000097724
ENSMUSG00000038174	ENSMUST00000038372
ENSMUSG00000026032	ENSMUST00000027193
ENSMUSG00000047528	ENSMUST00000188772
ENSMUSG00000047528	ENSMUST00000055313
ENSMUSG00000047528	ENSMUST00000191565
ENSMUSG00000026031	ENSMUST00000114313
ENSMUSG00000026031	ENSMUST00000097722
ENSMUSG00000026031	ENSMUST00000069333
ENSMUSG00000026029	ENSMUST00000027189
ENSMUSG00000026029	ENSMUST00000190213
ENSMUSG00000026029	ENSMUST00000165549
ENSMUSG00000026029	ENSMUST00000191201
ENSMUSG00000026028	ENSMUST00000174120
ENSMUSG00000026028	ENSMUST00000027186
ENSMUSG00000026027	ENSMUST00000027185
ENSMUSG00000072295	ENSMUST00000238601
ENSMUSG00000072295	ENSMUST00000238949
ENSMUSG00000072295	ENSMUST00000097080
ENSMUSG00000038079	ENSMUST00000094917
ENSMUSG00000038079	ENSMUST00000087475
ENSMUSG00000038079	ENSMUST00000186794
ENSMUSG00000079550	ENSMUST00000114275
ENSMUSG00000079550	ENSMUST00000186477
ENSMUSG00000079550	ENSMUST00000191200
ENSMUSG00000079550	ENSMUST00000066374
ENSMUSG00000079550	ENSMUST00000078874
ENSMUSG00000026024	ENSMUST00000163058
ENSMUSG00000026024	ENSMUST00000027178
ENSMUSG00000026023	ENSMUST00000160662
ENSMUSG00000026023	ENSMUST00000114248
ENSMUSG00000041075	ENSMUST00000114246
ENSMUSG00000047361	ENSMUST00000114243
ENSMUSG00000026021	ENSMUST00000091374
ENSMUSG00000026020	ENSMUST00000027174
ENSMUSG00000026020	ENSMUST00000191142
ENSMUSG00000067336	ENSMUST00000087435
ENSMUSG00000041040	ENSMUST00000036540
ENSMUSG00000026018	ENSMUST00000027172
ENSMUSG00000026018	ENSMUST00000189776
ENSMUSG00000026018	ENSMUST00000191251
ENSMUSG00000026019	ENSMUST00000122038
ENSMUSG00000026019	ENSMUST00000027173
ENSMUSG00000026019	ENSMUST00000117438
ENSMUSG00000026017	ENSMUST00000180952
ENSMUSG00000026017	ENSMUST00000187978
ENSMUSG00000026017	ENSMUST00000027171
ENSMUSG00000073664	ENSMUST00000160834
ENSMUSG00000049439	ENSMUST00000060608
ENSMUSG00000026782	ENSMUST00000188618
ENSMUSG00000026782	ENSMUST00000052332
ENSMUSG00000026782	ENSMUST00000187709
ENSMUSG00000026782	ENSMUST00000189980
ENSMUSG00000026782	ENSMUST00000188594
ENSMUSG00000026014	ENSMUST00000140485
ENSMUSG00000026014	ENSMUST00000027168
ENSMUSG00000026014	ENSMUST00000090293
ENSMUSG00000026012	ENSMUST00000027165
ENSMUSG00000026011	ENSMUST00000027164
ENSMUSG00000026009	ENSMUST00000027162
ENSMUSG00000026009	ENSMUST00000102827
ENSMUSG00000052062	ENSMUST00000046673
ENSMUSG00000052062	ENSMUST00000094906
ENSMUSG00000052062	ENSMUST00000075374
ENSMUSG00000025969	ENSMUST00000075144
ENSMUSG00000025969	ENSMUST00000063594
ENSMUSG00000025969	ENSMUST00000102822
ENSMUSG00000025969	ENSMUST00000027112
ENSMUSG00000025969	ENSMUST00000114155
ENSMUSG00000025969	ENSMUST00000114157
ENSMUSG00000040865	ENSMUST00000165066
ENSMUSG00000040865	ENSMUST00000172416
ENSMUSG00000040865	ENSMUST00000097718
ENSMUSG00000025968	ENSMUST00000027111
ENSMUSG00000025968	ENSMUST00000168099
ENSMUSG00000025967	ENSMUST00000129339
ENSMUSG00000025967	ENSMUST00000188524
ENSMUSG00000046856	ENSMUST00000050536
ENSMUSG00000027520	ENSMUST00000114132
ENSMUSG00000027520	ENSMUST00000029025
ENSMUSG00000027520	ENSMUST00000239483
ENSMUSG00000025964	ENSMUST00000114103
ENSMUSG00000025964	ENSMUST00000087374
ENSMUSG00000025964	ENSMUST00000114107
ENSMUSG00000115378	ENSMUST00000226288
ENSMUSG00000069085	ENSMUST00000090313
ENSMUSG00000025963	ENSMUST00000114094
ENSMUSG00000025962	ENSMUST00000027103
ENSMUSG00000025961	ENSMUST00000027102
ENSMUSG00000025959	ENSMUST00000114086
ENSMUSG00000025959	ENSMUST00000055001
ENSMUSG00000025958	ENSMUST00000185594
ENSMUSG00000025958	ENSMUST00000190348
ENSMUSG00000025958	ENSMUST00000087366
ENSMUSG00000025958	ENSMUST00000049932
ENSMUSG00000025958	ENSMUST00000171164
ENSMUSG00000025958	ENSMUST00000187811
ENSMUSG00000025956	ENSMUST00000053469
ENSMUSG00000025956	ENSMUST00000114079
ENSMUSG00000070871	ENSMUST00000094898
ENSMUSG00000070871	ENSMUST00000187170
ENSMUSG00000070871	ENSMUST00000114077
ENSMUSG00000045005	ENSMUST00000063982
ENSMUSG00000045005	ENSMUST00000116133
ENSMUSG00000051344	ENSMUST00000097713
ENSMUSG00000025955	ENSMUST00000069142
ENSMUSG00000025955	ENSMUST00000162800
ENSMUSG00000070870	ENSMUST00000087359
ENSMUSG00000070870	ENSMUST00000161960
ENSMUSG00000067299	ENSMUST00000045028
ENSMUSG00000025952	ENSMUST00000027089
ENSMUSG00000025952	ENSMUST00000114064
ENSMUSG00000073658	ENSMUST00000027090
ENSMUSG00000044429	ENSMUST00000061497
ENSMUSG00000044816	ENSMUST00000148020
ENSMUSG00000044816	ENSMUST00000050047
ENSMUSG00000025950	ENSMUST00000169032
ENSMUSG00000025950	ENSMUST00000097709
ENSMUSG00000025949	ENSMUST00000097707
ENSMUSG00000025949	ENSMUST00000081154
ENSMUSG00000025946	ENSMUST00000027083
ENSMUSG00000025945	ENSMUST00000027082
ENSMUSG00000015222	ENSMUST00000114013
ENSMUSG00000015222	ENSMUST00000239213
ENSMUSG00000055567	ENSMUST00000061620
ENSMUSG00000055567	ENSMUST00000212557
ENSMUSG00000026005	ENSMUST00000113995
ENSMUSG00000026005	ENSMUST00000027157
ENSMUSG00000026004	ENSMUST00000068168
ENSMUSG00000026003	ENSMUST00000027153
ENSMUSG00000061816	ENSMUST00000027151
ENSMUSG00000061816	ENSMUST00000120415
ENSMUSG00000061816	ENSMUST00000119429
ENSMUSG00000026000	ENSMUST00000113979
ENSMUSG00000026000	ENSMUST00000027149
ENSMUSG00000026000	ENSMUST00000119559
ENSMUSG00000025991	ENSMUST00000027144
