Gene stable ID	Transcript stable ID
ENSMUSG00000090353	ENSMUST00000164042
ENSMUSG00000095570	ENSMUST00000179972
ENSMUSG00000094887	ENSMUST00000179700
ENSMUSG00000091028	ENSMUST00000151376
ENSMUSG00000096730	ENSMUST00000178970
ENSMUSG00000096730	ENSMUST00000099422
ENSMUSG00000096730	ENSMUST00000096791
ENSMUSG00000096730	ENSMUST00000071277
ENSMUSG00000096730	ENSMUST00000179115
ENSMUSG00000096120	ENSMUST00000178559
ENSMUSG00000095693	ENSMUST00000179056
ENSMUSG00000070023	ENSMUST00000093494
ENSMUSG00000095346	ENSMUST00000177616
ENSMUSG00000090805	ENSMUST00000167421
ENSMUSG00000074922	ENSMUST00000099556
ENSMUSG00000095672	ENSMUST00000178603
ENSMUSG00000096201	ENSMUST00000155807
ENSMUSG00000096201	ENSMUST00000177969
ENSMUSG00000069518	ENSMUST00000092165
ENSMUSG00000063277	ENSMUST00000171360
ENSMUSG00000096646	ENSMUST00000178723
ENSMUSG00000079264	ENSMUST00000111844
ENSMUSG00000092123	ENSMUST00000166589
ENSMUSG00000093883	ENSMUST00000178428
ENSMUSG00000067627	ENSMUST00000088080
ENSMUSG00000094337	ENSMUST00000179140
ENSMUSG00000094337	ENSMUST00000164489
ENSMUSG00000094836	ENSMUST00000097490
ENSMUSG00000002658	ENSMUST00000002733
ENSMUSG00000079600	ENSMUST00000114890
ENSMUSG00000091041	ENSMUST00000165700
ENSMUSG00000095623	ENSMUST00000179240
ENSMUSG00000116166	ENSMUST00000177826
ENSMUSG00000097221	ENSMUST00000180521
ENSMUSG00000094856	ENSMUST00000166899
ENSMUSG00000094462	ENSMUST00000179470
ENSMUSG00000079794	ENSMUST00000115931
ENSMUSG00000092124	ENSMUST00000164667
ENSMUSG00000096680	ENSMUST00000177991
ENSMUSG00000094661	ENSMUST00000118540
ENSMUSG00000079286	ENSMUST00000112062
ENSMUSG00000073291	ENSMUST00000085330
ENSMUSG00000096236	ENSMUST00000177853
ENSMUSG00000096885	ENSMUST00000177579
ENSMUSG00000095019	ENSMUST00000178569
ENSMUSG00000090889	ENSMUST00000085949
ENSMUSG00000078240	ENSMUST00000105038
ENSMUSG00000022591	ENSMUST00000023262
ENSMUSG00000096819	ENSMUST00000179900
ENSMUSG00000095552	ENSMUST00000179644
ENSMUSG00000095462	ENSMUST00000178519
ENSMUSG00000054116	ENSMUST00000066954
ENSMUSG00000116184	ENSMUST00000076791
ENSMUSG00000058932	ENSMUST00000079663
ENSMUSG00000096597	ENSMUST00000178391
ENSMUSG00000116275	ENSMUST00000027736
ENSMUSG00000079438	ENSMUST00000113255
ENSMUSG00000094227	ENSMUST00000178689
ENSMUSG00000091195	ENSMUST00000165626
ENSMUSG00000090441	ENSMUST00000166227
ENSMUSG00000096949	ENSMUST00000180627
ENSMUSG00000078197	ENSMUST00000104994
ENSMUSG00000078620	ENSMUST00000106852
ENSMUSG00000054745	ENSMUST00000067987
ENSMUSG00000096271	ENSMUST00000178765
ENSMUSG00000095728	ENSMUST00000179146
ENSMUSG00000094296	ENSMUST00000180105
ENSMUSG00000079416	ENSMUST00000112956
ENSMUSG00000091109	ENSMUST00000165358
ENSMUSG00000079333	ENSMUST00000168858
ENSMUSG00000094472	ENSMUST00000178312
ENSMUSG00000079039	ENSMUST00000110225
ENSMUSG00000091441	ENSMUST00000170892
ENSMUSG00000094939	ENSMUST00000179355
ENSMUSG00000095993	ENSMUST00000179346
ENSMUSG00000095891	ENSMUST00000075573
ENSMUSG00000095891	ENSMUST00000177601
ENSMUSG00000095891	ENSMUST00000177875
ENSMUSG00000095891	ENSMUST00000179982
ENSMUSG00000095891	ENSMUST00000099051
ENSMUSG00000095891	ENSMUST00000099042
ENSMUSG00000095891	ENSMUST00000179264
ENSMUSG00000095891	ENSMUST00000179839
ENSMUSG00000095891	ENSMUST00000099056
ENSMUSG00000095755	ENSMUST00000178837
ENSMUSG00000090408	ENSMUST00000166353
ENSMUSG00000094404	ENSMUST00000177676
ENSMUSG00000094303	ENSMUST00000110576
ENSMUSG00000095330	ENSMUST00000178907
ENSMUSG00000095505	ENSMUST00000178335
ENSMUSG00000094514	ENSMUST00000178645
ENSMUSG00000079433	ENSMUST00000113205
ENSMUSG00000095523	ENSMUST00000180303
ENSMUSG00000073290	ENSMUST00000086274
ENSMUSG00000078604	ENSMUST00000106703
ENSMUSG00000074210	ENSMUST00000098585
ENSMUSG00000095742	ENSMUST00000179436
ENSMUSG00000038555	ENSMUST00000043484
ENSMUSG00000079773	ENSMUST00000115907
ENSMUSG00000075006	ENSMUST00000099666
ENSMUSG00000079800	ENSMUST00000096862
ENSMUSG00000067085	ENSMUST00000086887
ENSMUSG00000068181	ENSMUST00000089304
ENSMUSG00000071586	ENSMUST00000096145
ENSMUSG00000090592	ENSMUST00000167906
ENSMUSG00000096923	ENSMUST00000181545
ENSMUSG00000078590	ENSMUST00000106431
ENSMUSG00000025226	ENSMUST00000026256
ENSMUSG00000025226	ENSMUST00000177667
ENSMUSG00000094507	ENSMUST00000179880
ENSMUSG00000091604	ENSMUST00000163472
ENSMUSG00000092004	ENSMUST00000166681
ENSMUSG00000096736	ENSMUST00000178641
ENSMUSG00000067929	ENSMUST00000072133
ENSMUSG00000071036	ENSMUST00000095186
ENSMUSG00000095092	ENSMUST00000177562
ENSMUSG00000097854	ENSMUST00000181321
ENSMUSG00000097078	ENSMUST00000181601
ENSMUSG00000079016	ENSMUST00000109987
ENSMUSG00000073492	ENSMUST00000097466
ENSMUSG00000074837	ENSMUST00000099418
ENSMUSG00000095186	ENSMUST00000099046
ENSMUSG00000095769	ENSMUST00000179284
ENSMUSG00000116057	ENSMUST00000080253
ENSMUSG00000094161	ENSMUST00000179522
ENSMUSG00000096083	ENSMUST00000178750
ENSMUSG00000063905	ENSMUST00000081471
ENSMUSG00000096550	ENSMUST00000178337
ENSMUSG00000094855	ENSMUST00000178327
ENSMUSG00000051412	ENSMUST00000051100
ENSMUSG00000096873	ENSMUST00000178081
ENSMUSG00000067292	ENSMUST00000087348
ENSMUSG00000094915	ENSMUST00000179715
ENSMUSG00000094487	ENSMUST00000178832
ENSMUSG00000094911	ENSMUST00000180040
ENSMUSG00000094127	ENSMUST00000178024
ENSMUSG00000094350	ENSMUST00000179627
ENSMUSG00000074215	ENSMUST00000098592
ENSMUSG00000116158	ENSMUST00000007433
ENSMUSG00000116158	ENSMUST00000178033
ENSMUSG00000066938	ENSMUST00000086549
ENSMUSG00000074473	ENSMUST00000098935
ENSMUSG00000094168	ENSMUST00000178039
ENSMUSG00000095879	ENSMUST00000179219
ENSMUSG00000063656	ENSMUST00000043711
ENSMUSG00000094962	ENSMUST00000179544
ENSMUSG00000095547	ENSMUST00000099049
ENSMUSG00000095547	ENSMUST00000179272
ENSMUSG00000095547	ENSMUST00000099047
ENSMUSG00000079740	ENSMUST00000115822
ENSMUSG00000096734	ENSMUST00000178787
ENSMUSG00000094576	ENSMUST00000179935
ENSMUSG00000075014	ENSMUST00000099683
ENSMUSG00000073489	ENSMUST00000111214
ENSMUSG00000032193	ENSMUST00000034713
ENSMUSG00000032193	ENSMUST00000213114
ENSMUSG00000032079	ENSMUST00000121598
ENSMUSG00000032079	ENSMUST00000214202
ENSMUSG00000032079	ENSMUST00000215458
ENSMUSG00000032079	ENSMUST00000215187
ENSMUSG00000032079	ENSMUST00000213878
ENSMUSG00000032079	ENSMUST00000034584
ENSMUSG00000051590	ENSMUST00000208183
ENSMUSG00000051590	ENSMUST00000238383
ENSMUSG00000051590	ENSMUST00000189398
ENSMUSG00000051590	ENSMUST00000191333
ENSMUSG00000051590	ENSMUST00000187653
ENSMUSG00000051590	ENSMUST00000061512
ENSMUSG00000042622	ENSMUST00000229130
ENSMUSG00000042622	ENSMUST00000096350
ENSMUSG00000042622	ENSMUST00000163691
ENSMUSG00000042622	ENSMUST00000229285
ENSMUSG00000039720	ENSMUST00000038174
ENSMUSG00000039720	ENSMUST00000209299
ENSMUSG00000096486	ENSMUST00000074615
ENSMUSG00000057335	ENSMUST00000192664
ENSMUSG00000057335	ENSMUST00000195717
ENSMUSG00000057335	ENSMUST00000194727
ENSMUSG00000057335	ENSMUST00000192927
ENSMUSG00000057335	ENSMUST00000192991
ENSMUSG00000057335	ENSMUST00000194371
ENSMUSG00000057335	ENSMUST00000192961
ENSMUSG00000057335	ENSMUST00000194263
ENSMUSG00000057335	ENSMUST00000057037
ENSMUSG00000024754	ENSMUST00000025663
ENSMUSG00000024754	ENSMUST00000237802
ENSMUSG00000024754	ENSMUST00000096194
ENSMUSG00000079480	ENSMUST00000113627
ENSMUSG00000027505	ENSMUST00000029007
ENSMUSG00000038437	ENSMUST00000044730
ENSMUSG00000038437	ENSMUST00000107586
ENSMUSG00000021585	ENSMUST00000222588
ENSMUSG00000021585	ENSMUST00000223206
ENSMUSG00000021585	ENSMUST00000223033
ENSMUSG00000021585	ENSMUST00000223126
ENSMUSG00000021585	ENSMUST00000065629
ENSMUSG00000021585	ENSMUST00000220738
ENSMUSG00000021585	ENSMUST00000223309
ENSMUSG00000021585	ENSMUST00000231578
ENSMUSG00000017831	ENSMUST00000017975
ENSMUSG00000029648	ENSMUST00000031653
ENSMUSG00000029648	ENSMUST00000110529
ENSMUSG00000001506	ENSMUST00000001547
ENSMUSG00000031245	ENSMUST00000033597
ENSMUSG00000051220	ENSMUST00000056904
ENSMUSG00000046049	ENSMUST00000058229
ENSMUSG00000005681	ENSMUST00000111321
ENSMUSG00000005681	ENSMUST00000005824
ENSMUSG00000005681	ENSMUST00000111320
ENSMUSG00000005681	ENSMUST00000111319
ENSMUSG00000090774	ENSMUST00000232886
ENSMUSG00000090774	ENSMUST00000232758
ENSMUSG00000090774	ENSMUST00000166355
ENSMUSG00000037544	ENSMUST00000043296
ENSMUSG00000037544	ENSMUST00000177822
ENSMUSG00000037544	ENSMUST00000180299
ENSMUSG00000037544	ENSMUST00000111778
ENSMUSG00000044957	ENSMUST00000056198
ENSMUSG00000024222	ENSMUST00000079413
ENSMUSG00000024222	ENSMUST00000114792
ENSMUSG00000024222	ENSMUST00000233102
ENSMUSG00000024222	ENSMUST00000233870
ENSMUSG00000024222	ENSMUST00000153744
ENSMUSG00000024222	ENSMUST00000233291
ENSMUSG00000024222	ENSMUST00000177939
ENSMUSG00000031320	ENSMUST00000033683
ENSMUSG00000051989	ENSMUST00000063641
ENSMUSG00000051989	ENSMUST00000118064
ENSMUSG00000054675	ENSMUST00000067853
ENSMUSG00000054675	ENSMUST00000160374
ENSMUSG00000028017	ENSMUST00000029653
ENSMUSG00000028017	ENSMUST00000197079
ENSMUSG00000028017	ENSMUST00000199615
ENSMUSG00000054414	ENSMUST00000067485
ENSMUSG00000053897	ENSMUST00000081978
ENSMUSG00000053897	ENSMUST00000029810
ENSMUSG00000053897	ENSMUST00000167390
ENSMUSG00000053897	ENSMUST00000180196
ENSMUSG00000031246	ENSMUST00000033598
ENSMUSG00000014601	ENSMUST00000064759
ENSMUSG00000033854	ENSMUST00000221240
ENSMUSG00000033854	ENSMUST00000110113
ENSMUSG00000033854	ENSMUST00000221305
ENSMUSG00000094672	ENSMUST00000162046
ENSMUSG00000040276	ENSMUST00000114873
ENSMUSG00000040276	ENSMUST00000045896
ENSMUSG00000040276	ENSMUST00000232437
ENSMUSG00000040276	ENSMUST00000231669
ENSMUSG00000040276	ENSMUST00000097360
ENSMUSG00000040276	ENSMUST00000231236
ENSMUSG00000040276	ENSMUST00000114872
ENSMUSG00000048621	ENSMUST00000060013
ENSMUSG00000048621	ENSMUST00000139259
ENSMUSG00000010406	ENSMUST00000010550
ENSMUSG00000010406	ENSMUST00000199195
ENSMUSG00000010406	ENSMUST00000196273
ENSMUSG00000072780	ENSMUST00000075095
ENSMUSG00000072780	ENSMUST00000233759
ENSMUSG00000072780	ENSMUST00000232985
ENSMUSG00000009418	ENSMUST00000067414
ENSMUSG00000009418	ENSMUST00000190298
ENSMUSG00000009418	ENSMUST00000189252
ENSMUSG00000009418	ENSMUST00000040599
ENSMUSG00000020163	ENSMUST00000020372
ENSMUSG00000057346	ENSMUST00000089452
ENSMUSG00000057346	ENSMUST00000081776
ENSMUSG00000057346	ENSMUST00000231161
ENSMUSG00000022099	ENSMUST00000022694
ENSMUSG00000022099	ENSMUST00000110984
ENSMUSG00000022099	ENSMUST00000228295
ENSMUSG00000022099	ENSMUST00000228001
ENSMUSG00000022099	ENSMUST00000228009
ENSMUSG00000022099	ENSMUST00000228824
ENSMUSG00000022099	ENSMUST00000226543
ENSMUSG00000022099	ENSMUST00000022695
ENSMUSG00000009585	ENSMUST00000177350
ENSMUSG00000009585	ENSMUST00000177483
ENSMUSG00000009585	ENSMUST00000175714
ENSMUSG00000009585	ENSMUST00000175752
ENSMUSG00000009585	ENSMUST00000176325
ENSMUSG00000009585	ENSMUST00000023054
ENSMUSG00000009585	ENSMUST00000176904
ENSMUSG00000009585	ENSMUST00000230135
ENSMUSG00000009585	ENSMUST00000230741
ENSMUSG00000009585	ENSMUST00000109620
ENSMUSG00000009585	ENSMUST00000165537
ENSMUSG00000020137	ENSMUST00000218842
ENSMUSG00000020137	ENSMUST00000020346
ENSMUSG00000020137	ENSMUST00000218989
ENSMUSG00000058715	ENSMUST00000079957
ENSMUSG00000058715	ENSMUST00000193973
ENSMUSG00000026883	ENSMUST00000112992
ENSMUSG00000026883	ENSMUST00000156669
ENSMUSG00000026883	ENSMUST00000112983
ENSMUSG00000026883	ENSMUST00000112987
ENSMUSG00000026883	ENSMUST00000112986
ENSMUSG00000026883	ENSMUST00000065001
ENSMUSG00000026883	ENSMUST00000091010
ENSMUSG00000026883	ENSMUST00000135741
ENSMUSG00000026883	ENSMUST00000124098
ENSMUSG00000036934	ENSMUST00000047749
ENSMUSG00000038312	ENSMUST00000040833
ENSMUSG00000027187	ENSMUST00000028610
ENSMUSG00000027187	ENSMUST00000111168
ENSMUSG00000023403	ENSMUST00000024171
ENSMUSG00000023403	ENSMUST00000163954
ENSMUSG00000023403	ENSMUST00000172459
ENSMUSG00000023403	ENSMUST00000167846
ENSMUSG00000010830	ENSMUST00000010974
ENSMUSG00000048163	ENSMUST00000201931
ENSMUSG00000048163	ENSMUST00000100874
ENSMUSG00000048163	ENSMUST00000201194
ENSMUSG00000048163	ENSMUST00000202555
ENSMUSG00000048163	ENSMUST00000199109
ENSMUSG00000030505	ENSMUST00000032715
ENSMUSG00000028546	ENSMUST00000106603
ENSMUSG00000028546	ENSMUST00000102723
ENSMUSG00000028546	ENSMUST00000106598
ENSMUSG00000028546	ENSMUST00000106597
ENSMUSG00000028546	ENSMUST00000102722
ENSMUSG00000028546	ENSMUST00000106600
ENSMUSG00000028546	ENSMUST00000106601
ENSMUSG00000028546	ENSMUST00000142722
ENSMUSG00000028546	ENSMUST00000153906
ENSMUSG00000028546	ENSMUST00000138972
ENSMUSG00000034566	ENSMUST00000106537
ENSMUSG00000034566	ENSMUST00000043931
ENSMUSG00000034566	ENSMUST00000073791
ENSMUSG00000034566	ENSMUST00000137754
ENSMUSG00000034566	ENSMUST00000180072
ENSMUSG00000057072	ENSMUST00000192151
ENSMUSG00000057072	ENSMUST00000077889
ENSMUSG00000062949	ENSMUST00000154051
ENSMUSG00000062949	ENSMUST00000033480
ENSMUSG00000062949	ENSMUST00000101527
ENSMUSG00000038323	ENSMUST00000042734
ENSMUSG00000118415	ENSMUST00000238410
ENSMUSG00000034403	ENSMUST00000113792
ENSMUSG00000034403	ENSMUST00000036354
ENSMUSG00000034403	ENSMUST00000113797
ENSMUSG00000034403	ENSMUST00000113790
ENSMUSG00000034403	ENSMUST00000167246
ENSMUSG00000033308	ENSMUST00000039177
ENSMUSG00000033308	ENSMUST00000149101
ENSMUSG00000095474	ENSMUST00000238499
ENSMUSG00000095474	ENSMUST00000178457
ENSMUSG00000034623	ENSMUST00000171503
ENSMUSG00000034623	ENSMUST00000089338
ENSMUSG00000090436	ENSMUST00000167830
ENSMUSG00000022556	ENSMUST00000226872
ENSMUSG00000022556	ENSMUST00000072838
ENSMUSG00000022556	ENSMUST00000227478
ENSMUSG00000022556	ENSMUST00000228371
ENSMUSG00000022556	ENSMUST00000229363
ENSMUSG00000022556	ENSMUST00000226238
ENSMUSG00000022556	ENSMUST00000228688
ENSMUSG00000090272	ENSMUST00000186442
ENSMUSG00000090272	ENSMUST00000188804
ENSMUSG00000090272	ENSMUST00000190651
ENSMUSG00000025323	ENSMUST00000026367
ENSMUSG00000025323	ENSMUST00000222314
ENSMUSG00000025323	ENSMUST00000221844
ENSMUSG00000038997	ENSMUST00000044089
ENSMUSG00000021670	ENSMUST00000022176
ENSMUSG00000021670	ENSMUST00000169945
ENSMUSG00000021670	ENSMUST00000170287
ENSMUSG00000021670	ENSMUST00000169202
ENSMUSG00000021670	ENSMUST00000169196
ENSMUSG00000021670	ENSMUST00000169966
ENSMUSG00000021670	ENSMUST00000171537
ENSMUSG00000052099	ENSMUST00000063785
ENSMUSG00000052099	ENSMUST00000224112
ENSMUSG00000052099	ENSMUST00000165710
ENSMUSG00000052099	ENSMUST00000170709
ENSMUSG00000028159	ENSMUST00000029806
ENSMUSG00000028159	ENSMUST00000136613
ENSMUSG00000091685	ENSMUST00000195157
ENSMUSG00000091685	ENSMUST00000164216
ENSMUSG00000091685	ENSMUST00000199658
ENSMUSG00000061175	ENSMUST00000133154
ENSMUSG00000061175	ENSMUST00000076136
ENSMUSG00000061175	ENSMUST00000239298
ENSMUSG00000025946	ENSMUST00000140190
ENSMUSG00000025946	ENSMUST00000027083
ENSMUSG00000040966	ENSMUST00000046959
ENSMUSG00000040966	ENSMUST00000233066
ENSMUSG00000016253	ENSMUST00000109075
ENSMUSG00000016253	ENSMUST00000016397
ENSMUSG00000027380	ENSMUST00000028859
ENSMUSG00000027380	ENSMUST00000110344
ENSMUSG00000000708	ENSMUST00000000724
ENSMUSG00000000708	ENSMUST00000164390
ENSMUSG00000000708	ENSMUST00000166525
ENSMUSG00000036959	ENSMUST00000136348
ENSMUSG00000036959	ENSMUST00000037596
ENSMUSG00000036959	ENSMUST00000114972
ENSMUSG00000036959	ENSMUST00000142160
ENSMUSG00000000792	ENSMUST00000000809
ENSMUSG00000055385	ENSMUST00000196652
ENSMUSG00000055385	ENSMUST00000212212
ENSMUSG00000055385	ENSMUST00000197384
ENSMUSG00000055385	ENSMUST00000200159
ENSMUSG00000055385	ENSMUST00000068946
ENSMUSG00000037922	ENSMUST00000196159
ENSMUSG00000037922	ENSMUST00000041577
ENSMUSG00000037922	ENSMUST00000198206
ENSMUSG00000030769	ENSMUST00000131933
ENSMUSG00000030769	ENSMUST00000033035
ENSMUSG00000030769	ENSMUST00000131461
ENSMUSG00000030769	ENSMUST00000127655
ENSMUSG00000030769	ENSMUST00000131209
ENSMUSG00000030769	ENSMUST00000167299
ENSMUSG00000031927	ENSMUST00000191047
ENSMUSG00000031927	ENSMUST00000060330
ENSMUSG00000042182	ENSMUST00000115161
ENSMUSG00000042182	ENSMUST00000129464
ENSMUSG00000042182	ENSMUST00000062289
ENSMUSG00000114755	ENSMUST00000058004
ENSMUSG00000016552	ENSMUST00000016696
ENSMUSG00000016552	ENSMUST00000117725
ENSMUSG00000006378	ENSMUST00000006544
ENSMUSG00000006378	ENSMUST00000229276
ENSMUSG00000048562	ENSMUST00000063918
ENSMUSG00000048562	ENSMUST00000223305
ENSMUSG00000020848	ENSMUST00000021209
ENSMUSG00000024646	ENSMUST00000160180
ENSMUSG00000024646	ENSMUST00000163083
ENSMUSG00000025538	ENSMUST00000171300
ENSMUSG00000025538	ENSMUST00000201874
ENSMUSG00000078439	ENSMUST00000105322
ENSMUSG00000078439	ENSMUST00000118206
ENSMUSG00000071719	ENSMUST00000096363
ENSMUSG00000095187	ENSMUST00000213256
ENSMUSG00000095187	ENSMUST00000167248
ENSMUSG00000020687	ENSMUST00000093923
ENSMUSG00000020687	ENSMUST00000106962
ENSMUSG00000020687	ENSMUST00000106961
ENSMUSG00000021975	ENSMUST00000043914
ENSMUSG00000021975	ENSMUST00000239450
ENSMUSG00000118591	ENSMUST00000239361
ENSMUSG00000107645	ENSMUST00000215360
ENSMUSG00000107645	ENSMUST00000204300
ENSMUSG00000023829	ENSMUST00000024596
ENSMUSG00000073758	ENSMUST00000094760
ENSMUSG00000073758	ENSMUST00000097891
ENSMUSG00000038709	ENSMUST00000102897
ENSMUSG00000038709	ENSMUST00000139256
ENSMUSG00000038709	ENSMUST00000239406
ENSMUSG00000060988	ENSMUST00000112636
ENSMUSG00000060988	ENSMUST00000112635
ENSMUSG00000060988	ENSMUST00000112634
ENSMUSG00000060988	ENSMUST00000136642
ENSMUSG00000060988	ENSMUST00000068595
ENSMUSG00000031166	ENSMUST00000033506
ENSMUSG00000031166	ENSMUST00000130832
ENSMUSG00000031166	ENSMUST00000115623
ENSMUSG00000031166	ENSMUST00000153839
ENSMUSG00000020673	ENSMUST00000021005
ENSMUSG00000020673	ENSMUST00000155263
ENSMUSG00000116378	ENSMUST00000171999
ENSMUSG00000031700	ENSMUST00000034136
ENSMUSG00000060260	ENSMUST00000093993
ENSMUSG00000060260	ENSMUST00000172136
ENSMUSG00000032741	ENSMUST00000046426
ENSMUSG00000045744	ENSMUST00000054946
ENSMUSG00000045744	ENSMUST00000238986
ENSMUSG00000045744	ENSMUST00000164508
ENSMUSG00000016256	ENSMUST00000016400
ENSMUSG00000079583	ENSMUST00000190178
ENSMUSG00000079583	ENSMUST00000114687
ENSMUSG00000079583	ENSMUST00000166562
ENSMUSG00000021977	ENSMUST00000022548
ENSMUSG00000021977	ENSMUST00000162674
ENSMUSG00000021977	ENSMUST00000159858
ENSMUSG00000021977	ENSMUST00000162271
ENSMUSG00000024091	ENSMUST00000024897
ENSMUSG00000024091	ENSMUST00000232686
ENSMUSG00000039110	ENSMUST00000040692
ENSMUSG00000039110	ENSMUST00000239238
ENSMUSG00000039110	ENSMUST00000093945
ENSMUSG00000027611	ENSMUST00000029140
ENSMUSG00000027611	ENSMUST00000132608
ENSMUSG00000078213	ENSMUST00000105011
ENSMUSG00000026623	ENSMUST00000133076
ENSMUSG00000026623	ENSMUST00000110855
ENSMUSG00000026623	ENSMUST00000110856
ENSMUSG00000026623	ENSMUST00000130876
ENSMUSG00000045128	ENSMUST00000054220
ENSMUSG00000045128	ENSMUST00000212796
ENSMUSG00000045128	ENSMUST00000212709
ENSMUSG00000045128	ENSMUST00000212494
ENSMUSG00000045128	ENSMUST00000212378
ENSMUSG00000026632	ENSMUST00000110893
ENSMUSG00000026632	ENSMUST00000085633
ENSMUSG00000026632	ENSMUST00000110891
ENSMUSG00000026632	ENSMUST00000027945
ENSMUSG00000087075	ENSMUST00000150384
ENSMUSG00000118483	ENSMUST00000238503
ENSMUSG00000022864	ENSMUST00000231973
ENSMUSG00000022864	ENSMUST00000232052
ENSMUSG00000022864	ENSMUST00000114220
ENSMUSG00000022864	ENSMUST00000114219
ENSMUSG00000022864	ENSMUST00000232528
ENSMUSG00000022864	ENSMUST00000114218
ENSMUSG00000022864	ENSMUST00000231272
ENSMUSG00000024142	ENSMUST00000234941
ENSMUSG00000024142	ENSMUST00000179163
ENSMUSG00000024142	ENSMUST00000070888
ENSMUSG00000024142	ENSMUST00000234686
ENSMUSG00000024142	ENSMUST00000234543
ENSMUSG00000024142	ENSMUST00000234335
ENSMUSG00000024142	ENSMUST00000234147
ENSMUSG00000001228	ENSMUST00000001258
ENSMUSG00000001228	ENSMUST00000113038
ENSMUSG00000001228	ENSMUST00000113035
ENSMUSG00000001228	ENSMUST00000113039
ENSMUSG00000001228	ENSMUST00000142387
ENSMUSG00000025900	ENSMUST00000208660
ENSMUSG00000025900	ENSMUST00000027032
ENSMUSG00000024215	ENSMUST00000025054
ENSMUSG00000024215	ENSMUST00000114870
ENSMUSG00000024215	ENSMUST00000138970
ENSMUSG00000024215	ENSMUST00000167489
ENSMUSG00000000957	ENSMUST00000089688
ENSMUSG00000000957	ENSMUST00000225641
ENSMUSG00000000957	ENSMUST00000196155
ENSMUSG00000059475	ENSMUST00000115562
ENSMUSG00000059475	ENSMUST00000167457
ENSMUSG00000059475	ENSMUST00000169558
