geneID	transcriptID
ENSG00000187730	ENST00000638771
ENSG00000162585	ENST00000378546
ENSG00000162585	ENST00000400919
ENSG00000157933	ENST00000378536
ENSG00000116151	ENST00000378531
ENSG00000116151	ENST00000378529
ENSG00000157916	ENST00000605895
ENSG00000157916	ENST00000488353
ENSG00000157916	ENST00000378512
ENSG00000157911	ENST00000447513
ENSG00000157911	ENST00000507596
ENSG00000157911	ENST00000288774
ENSG00000149527	ENST00000449969
ENSG00000149527	ENST00000378486
ENSG00000149527	ENST00000419816
ENSG00000157881	ENST00000435556
ENSG00000157881	ENST00000378466
ENSG00000197921	ENST00000378453
ENSG00000157873	ENST00000355716
ENSG00000157870	ENST00000378424
ENSG00000157870	ENST00000378427
ENSG00000157870	ENST00000378425
ENSG00000157870	ENST00000419916
ENSG00000157870	ENST00000537325
ENSG00000157870	ENST00000444521
ENSG00000142606	ENST00000378412
ENSG00000215912	ENST00000637179
ENSG00000215912	ENST00000401095
ENSG00000169717	ENST00000378404
ENSG00000142611	ENST00000270722
ENSG00000142611	ENST00000514189
ENSG00000142611	ENST00000511072
ENSG00000142611	ENST00000378391
ENSG00000130762	ENST00000378373
ENSG00000130762	ENST00000378371
ENSG00000130762	ENST00000378378
ENSG00000162591	ENST00000356575
ENSG00000158109	ENST00000378344
ENSG00000116213	ENST00000270708
ENSG00000116213	ENST00000378322
ENSG00000078900	ENST00000346387
ENSG00000078900	ENST00000378285
ENSG00000078900	ENST00000357733
ENSG00000078900	ENST00000604479
ENSG00000078900	ENST00000603362
ENSG00000078900	ENST00000378288
ENSG00000078900	ENST00000378295
ENSG00000078900	ENST00000378290
ENSG00000078900	ENST00000354437
ENSG00000162592	ENST00000294600
ENSG00000235169	ENST00000642557
ENSG00000235169	ENST00000444870
ENSG00000130764	ENST00000378251
ENSG00000116198	ENST00000378230
ENSG00000116198	ENST00000675666
ENSG00000116198	ENST00000461667
ENSG00000116198	ENST00000675375
ENSG00000116198	ENST00000674623
ENSG00000116198	ENST00000674558
ENSG00000116198	ENST00000675677
ENSG00000116198	ENST00000674544
ENSG00000116198	ENST00000428079
ENSG00000116198	ENST00000676052
ENSG00000169598	ENST00000338895
ENSG00000169598	ENST00000378209
ENSG00000198912	ENST00000361605
ENSG00000196581	ENST00000378191
ENSG00000196581	ENST00000378190
ENSG00000131697	ENST00000378156
ENSG00000131697	ENST00000622020
ENSG00000069424	ENST00000602612
ENSG00000069424	ENST00000378092
ENSG00000069424	ENST00000352527
ENSG00000069424	ENST00000668559
ENSG00000069424	ENST00000671676
ENSG00000069424	ENST00000428161
ENSG00000069424	ENST00000378097
ENSG00000069424	ENST00000666163
ENSG00000069424	ENST00000458166
ENSG00000069424	ENST00000341524
ENSG00000069424	ENST00000669250
ENSG00000069424	ENST00000653262
ENSG00000069424	ENST00000662363
ENSG00000069424	ENST00000164247
ENSG00000069424	ENST00000378083
ENSG00000116254	ENST00000262450
ENSG00000116251	ENST00000234875
ENSG00000158286	ENST00000377939
ENSG00000116237	ENST00000343813
ENSG00000173673	ENST00000377898
ENSG00000158292	ENST00000377893
ENSG00000097021	ENST00000545482
ENSG00000097021	ENST00000361521
ENSG00000097021	ENST00000377855
ENSG00000097021	ENST00000608083
ENSG00000097021	ENST00000377845
ENSG00000097021	ENST00000377842
ENSG00000069812	ENST00000377834
ENSG00000187017	ENST00000636330
ENSG00000187017	ENST00000645284
ENSG00000215788	ENST00000356876
ENSG00000215788	ENST00000348333
ENSG00000215788	ENST00000351959
ENSG00000215788	ENST00000377782
ENSG00000171680	ENST00000377740
ENSG00000171680	ENST00000340850
ENSG00000171680	ENST00000377728
ENSG00000171680	ENST00000400915
ENSG00000171680	ENST00000377748
ENSG00000171680	ENST00000400913
ENSG00000171680	ENST00000535355
ENSG00000171680	ENST00000673471
ENSG00000171680	ENST00000675123
ENSG00000171680	ENST00000377725
ENSG00000171680	ENST00000675694
ENSG00000171680	ENST00000377732
ENSG00000171680	ENST00000537245
ENSG00000162408	ENST00000377705
ENSG00000173662	ENST00000333172
ENSG00000204859	ENST00000377674
ENSG00000162413	ENST00000377658
ENSG00000162413	ENST00000377663
ENSG00000116273	ENST00000377648
ENSG00000041988	ENST00000054650
ENSG00000041988	ENST00000307896
ENSG00000041988	ENST00000377627
ENSG00000007923	ENST00000377577
ENSG00000007923	ENST00000294401
ENSG00000171735	ENST00000303635
ENSG00000049245	ENST00000054666
ENSG00000049246	ENST00000377532
ENSG00000049246	ENST00000361923
ENSG00000049246	ENST00000614998
ENSG00000049246	ENST00000613533
ENSG00000049247	ENST00000361696
ENSG00000049247	ENST00000377516
ENSG00000049247	ENST00000054668
ENSG00000049249	ENST00000615230
ENSG00000049249	ENST00000377507
ENSG00000116288	ENST00000377493
ENSG00000116288	ENST00000493678
ENSG00000116288	ENST00000377488
ENSG00000116288	ENST00000377491
ENSG00000116288	ENST00000338639
ENSG00000116285	ENST00000377482
ENSG00000162426	ENST00000471889
ENSG00000162426	ENST00000289877
ENSG00000142599	ENST00000337907
ENSG00000142599	ENST00000377464
ENSG00000142599	ENST00000400908
ENSG00000074800	ENST00000234590
ENSG00000074800	ENST00000647408
ENSG00000131686	ENST00000377442
ENSG00000131686	ENST00000377443
ENSG00000131686	ENST00000377436
ENSG00000197241	ENST00000400906
ENSG00000142583	ENST00000377424
ENSG00000180758	ENST00000377411
ENSG00000049239	ENST00000602477
ENSG00000049239	ENST00000377403
ENSG00000171621	ENST00000377399
ENSG00000171621	ENST00000357898
ENSG00000171621	ENST00000328089
ENSG00000171612	ENST00000302692
ENSG00000188807	ENST00000340305
ENSG00000188807	ENST00000340381
ENSG00000171608	ENST00000536656
ENSG00000171608	ENST00000543390
ENSG00000171608	ENST00000377346
ENSG00000171608	ENST00000628140
ENSG00000171608	ENST00000361110
ENSG00000171603	ENST00000361311
ENSG00000171603	ENST00000377298
ENSG00000178585	ENST00000377258
ENSG00000178585	ENST00000377263
ENSG00000178585	ENST00000400904
ENSG00000178585	ENST00000377256
ENSG00000162441	ENST00000400903
ENSG00000162441	ENST00000377223
ENSG00000162441	ENST00000377213
ENSG00000173614	ENST00000377205
ENSG00000162444	ENST00000294435
ENSG00000130939	ENST00000343090
ENSG00000130939	ENST00000253251
ENSG00000130939	ENST00000672724
ENSG00000054523	ENST00000622724
ENSG00000054523	ENST00000377086
ENSG00000054523	ENST00000676179
ENSG00000054523	ENST00000377081
ENSG00000054523	ENST00000263934
ENSG00000054523	ENST00000620295
ENSG00000142657	ENST00000270776
ENSG00000175279	ENST00000309048
ENSG00000241563	ENST00000377049
ENSG00000160049	ENST00000377038
ENSG00000160049	ENST00000377036
ENSG00000142655	ENST00000356607
ENSG00000130940	ENST00000377022
ENSG00000175262	ENST00000377004
ENSG00000120948	ENST00000639083
ENSG00000120948	ENST00000240185
ENSG00000009724	ENST00000400897
ENSG00000116649	ENST00000376957
ENSG00000171824	ENST00000376936
ENSG00000171824	ENST00000304457
ENSG00000198793	ENST00000361445
ENSG00000171819	ENST00000376819
ENSG00000120942	ENST00000376810
ENSG00000204624	ENST00000294484
ENSG00000116661	ENST00000354287
ENSG00000132879	ENST00000251547
ENSG00000132879	ENST00000376770
ENSG00000132879	ENST00000376760
ENSG00000132879	ENST00000251546
ENSG00000132879	ENST00000376768
ENSG00000132879	ENST00000376762
ENSG00000116663	ENST00000376753
ENSG00000116670	ENST00000235310
ENSG00000116670	ENST00000376667
ENSG00000116670	ENST00000376672
ENSG00000116670	ENST00000376669
ENSG00000116670	ENST00000376692
ENSG00000162490	ENST00000294485
ENSG00000177674	ENST00000452018
ENSG00000177674	ENST00000376629
ENSG00000177674	ENST00000376627
ENSG00000177674	ENST00000400895
ENSG00000177674	ENST00000314340
ENSG00000177674	ENST00000510878
ENSG00000215910	ENST00000433342
ENSG00000177000	ENST00000423400
ENSG00000177000	ENST00000376592
ENSG00000177000	ENST00000641407
ENSG00000177000	ENST00000376590
ENSG00000177000	ENST00000376585
ENSG00000177000	ENST00000376583
ENSG00000011021	ENST00000376496
ENSG00000011021	ENST00000312413
ENSG00000011021	ENST00000346436
ENSG00000175206	ENST00000376480
ENSG00000175206	ENST00000610706
ENSG00000120937	ENST00000376468
ENSG00000116685	ENST00000376576
ENSG00000116685	ENST00000376572
ENSG00000116685	ENST00000616327
ENSG00000083444	ENST00000196061
ENSG00000116688	ENST00000675053
ENSG00000116688	ENST00000674658
ENSG00000116688	ENST00000674910
ENSG00000116688	ENST00000675231
ENSG00000116688	ENST00000235329
ENSG00000116688	ENST00000674817
ENSG00000116688	ENST00000444836
ENSG00000116688	ENST00000676293
ENSG00000116688	ENST00000675817
ENSG00000116688	ENST00000675298
ENSG00000116688	ENST00000674548
ENSG00000116688	ENST00000675919
ENSG00000116688	ENST00000675113
ENSG00000116691	ENST00000235332
ENSG00000120949	ENST00000263932
ENSG00000120949	ENST00000417814
ENSG00000028137	ENST00000376259
ENSG00000048707	ENST00000620676
ENSG00000048707	ENST00000613099
ENSG00000162496	ENST00000616661
ENSG00000204518	ENST00000376221
ENSG00000188984	ENST00000359318
ENSG00000157330	ENST00000376210
ENSG00000157330	ENST00000614859
ENSG00000116726	ENST00000357726
ENSG00000116721	ENST00000332296
ENSG00000239810	ENST00000619922
ENSG00000179172	ENST00000317869
ENSG00000120952	ENST00000240189
ENSG00000243073	ENST00000235349
ENSG00000187545	ENST00000235347
ENSG00000204510	ENST00000616979
ENSG00000204510	ENST00000330881
ENSG00000232423	ENST00000376189
ENSG00000232423	ENST00000415464
ENSG00000274764	ENST00000436041
ENSG00000277058	ENST00000617807
ENSG00000229571	ENST00000619661
ENSG00000229571	ENST00000614839
ENSG00000275774	ENST00000621994
ENSG00000280267	ENST00000624207
ENSG00000179412	ENST00000323770
ENSG00000204505	ENST00000415919
ENSG00000279169	ENST00000638454
ENSG00000279169	ENST00000625019
ENSG00000279804	ENST00000624297
ENSG00000270601	ENST00000622421
ENSG00000182330	ENST00000357367
ENSG00000182330	ENST00000614831
ENSG00000182330	ENST00000621519
ENSG00000237700	ENST00000437300
ENSG00000204501	ENST00000376152
ENSG00000204481	ENST00000334600
ENSG00000204480	ENST00000376101
ENSG00000204479	ENST00000376098
ENSG00000204478	ENST00000602960
ENSG00000204478	ENST00000316412
ENSG00000162494	ENST00000376085
ENSG00000162493	ENST00000294489
ENSG00000162493	ENST00000617617
ENSG00000162493	ENST00000509009
ENSG00000162493	ENST00000621990
ENSG00000162493	ENST00000510906
ENSG00000162493	ENST00000376057
ENSG00000116731	ENST00000311066
ENSG00000116731	ENST00000413440
ENSG00000116731	ENST00000343137
ENSG00000116731	ENST00000235372
ENSG00000189337	ENST00000636203
ENSG00000189337	ENST00000376030
ENSG00000171729	ENST00000376008
ENSG00000171729	ENST00000376014
ENSG00000171729	ENST00000400796
ENSG00000171729	ENST00000428417
ENSG00000142621	ENST00000358897
ENSG00000142621	ENST00000375998
ENSG00000142634	ENST00000375980
ENSG00000162438	ENST00000375949
ENSG00000142615	ENST00000359621
ENSG00000215704	ENST00000375910
ENSG00000132906	ENST00000375890
ENSG00000132906	ENST00000546424
ENSG00000132906	ENST00000333868
ENSG00000116138	ENST00000375847
ENSG00000116138	ENST00000375849
ENSG00000116771	ENST00000375826
ENSG00000197312	ENST00000480945
ENSG00000215695	ENST00000345034
ENSG00000116786	ENST00000375799
ENSG00000116786	ENST00000375793
ENSG00000116786	ENST00000642363
ENSG00000162461	ENST00000294454
ENSG00000162460	ENST00000375782
ENSG00000162458	ENST00000375771
ENSG00000162458	ENST00000332305
ENSG00000162458	ENST00000375766
ENSG00000162458	ENST00000441801
ENSG00000233954	ENST00000483273
ENSG00000065526	ENST00000375759
ENSG00000116809	ENST00000375743
ENSG00000116809	ENST00000375733
ENSG00000116809	ENST00000537142
ENSG00000183888	ENST00000329454
ENSG00000173641	ENST00000375718
ENSG00000173641	ENST00000411503
ENSG00000173641	ENST00000406363
ENSG00000173641	ENST00000311890
ENSG00000173641	ENST00000487046
ENSG00000186510	ENST00000375692
ENSG00000186510	ENST00000439316
ENSG00000186510	ENST00000331433
ENSG00000184908	ENST00000375679
ENSG00000185519	ENST00000375662
ENSG00000142627	ENST00000358432
ENSG00000142632	ENST00000270747
ENSG00000132881	ENST00000375599
ENSG00000037637	ENST00000375592
ENSG00000055070	ENST00000492354
ENSG00000055070	ENST00000471507
ENSG00000055070	ENST00000401088
ENSG00000055070	ENST00000401089
ENSG00000187144	ENST00000540400
ENSG00000187144	ENST00000335496
ENSG00000157191	ENST00000443980
ENSG00000157191	ENST00000337132
ENSG00000157191	ENST00000457722
ENSG00000219481	ENST00000432949
ENSG00000219481	ENST00000430580
ENSG00000058453	ENST00000375541
ENSG00000117122	ENST00000375535
ENSG00000117122	ENST00000375534
ENSG00000159363	ENST00000326735
ENSG00000159363	ENST00000452699
ENSG00000159363	ENST00000341676
ENSG00000288636	ENST00000617114
ENSG00000117118	ENST00000375499
ENSG00000117115	ENST00000375486
ENSG00000142623	ENST00000375471
ENSG00000142619	ENST00000375460
ENSG00000159339	ENST00000375448
ENSG00000276747	ENST00000619609
ENSG00000179051	ENST00000375433
ENSG00000179051	ENST00000375436
ENSG00000074964	ENST00000361221
ENSG00000074964	ENST00000375415
ENSG00000074964	ENST00000375408
ENSG00000117148	ENST00000375406
ENSG00000117148	ENST00000617065
ENSG00000117154	ENST00000251296
ENSG00000179023	ENST00000400664
ENSG00000009709	ENST00000420770
ENSG00000009709	ENST00000400661
ENSG00000009709	ENST00000375375
ENSG00000179002	ENST00000375371
ENSG00000159423	ENST00000290597
ENSG00000159423	ENST00000538309
ENSG00000159423	ENST00000538839
ENSG00000159423	ENST00000375341
ENSG00000169991	ENST00000455833
ENSG00000127481	ENST00000375254
ENSG00000127463	ENST00000375208
ENSG00000127463	ENST00000477853
ENSG00000127463	ENST00000375199
ENSG00000053372	ENST00000330263
ENSG00000211454	ENST00000420396
ENSG00000162482	ENST00000361640
ENSG00000053371	ENST00000235835
ENSG00000040487	ENST00000375153
ENSG00000040487	ENST00000375155
ENSG00000077549	ENST00000433834
ENSG00000077549	ENST00000375144
ENSG00000077549	ENST00000375142
ENSG00000077549	ENST00000674432
ENSG00000077549	ENST00000264203
ENSG00000077549	ENST00000264202
ENSG00000173436	ENST00000322753
ENSG00000158747	ENST00000615215
ENSG00000158747	ENST00000621723
ENSG00000158747	ENST00000548815
ENSG00000158747	ENST00000289749
ENSG00000158747	ENST00000618761
ENSG00000158747	ENST00000602662
ENSG00000158747	ENST00000375136
ENSG00000158747	ENST00000622566
ENSG00000158748	ENST00000289753
ENSG00000162542	ENST00000294543
ENSG00000162542	ENST00000375127
ENSG00000178828	ENST00000375121
ENSG00000169914	ENST00000375120
ENSG00000188784	ENST00000375116
ENSG00000188257	ENST00000375111
ENSG00000188257	ENST00000400520
ENSG00000188257	ENST00000649436
ENSG00000127472	ENST00000375108
ENSG00000117215	ENST00000375105
ENSG00000158786	ENST00000375102
ENSG00000187980	ENST00000247992
ENSG00000187980	ENST00000429261
ENSG00000162543	ENST00000375099
ENSG00000158816	ENST00000375079
ENSG00000158816	ENST00000289815
ENSG00000162545	ENST00000375078
ENSG00000090432	ENST00000264198
ENSG00000183114	ENST00000332947
ENSG00000158825	ENST00000375071
ENSG00000158828	ENST00000321556
ENSG00000244038	ENST00000602624
ENSG00000244038	ENST00000415136
ENSG00000117245	ENST00000247986
ENSG00000117245	ENST00000375044
ENSG00000117245	ENST00000400463
ENSG00000189410	ENST00000444387
ENSG00000189410	ENST00000375031
ENSG00000127483	ENST00000312239
ENSG00000075151	ENST00000264211
ENSG00000075151	ENST00000400422
ENSG00000075151	ENST00000634879
ENSG00000075151	ENST00000602326
ENSG00000075151	ENST00000374935
ENSG00000117298	ENST00000357071
ENSG00000117298	ENST00000415912
ENSG00000117298	ENST00000374893
ENSG00000117298	ENST00000264205
ENSG00000117298	ENST00000649812
ENSG00000117298	ENST00000436918
ENSG00000142794	ENST00000619554
ENSG00000142794	ENST00000342104
ENSG00000142794	ENST00000454000
ENSG00000142794	ENST00000318249
ENSG00000162551	ENST00000374840
ENSG00000162551	ENST00000374832
ENSG00000162551	ENST00000539907
ENSG00000162551	ENST00000540617
ENSG00000076864	ENST00000374761
ENSG00000076864	ENST00000374765
ENSG00000076864	ENST00000290101
ENSG00000076864	ENST00000495204
ENSG00000076864	ENST00000374763
ENSG00000076864	ENST00000542643
ENSG00000090686	ENST00000400301
ENSG00000090686	ENST00000529637
ENSG00000090686	ENST00000308271
ENSG00000187942	ENST00000344642
ENSG00000187942	ENST00000543870
ENSG00000142798	ENST00000374695
ENSG00000219073	ENST00000337107
ENSG00000142789	ENST00000290122
ENSG00000070831	ENST00000656825
ENSG00000070831	ENST00000667384
ENSG00000070831	ENST00000315554
ENSG00000070831	ENST00000662562
ENSG00000070831	ENST00000648594
ENSG00000070831	ENST00000400259
ENSG00000070831	ENST00000344548
ENSG00000162552	ENST00000290167
ENSG00000184677	ENST00000375647
ENSG00000184677	ENST00000374651
ENSG00000184677	ENST00000404138
ENSG00000070886	ENST00000166244
ENSG00000173372	ENST00000402322
ENSG00000173372	ENST00000374642
ENSG00000159189	ENST00000374639
ENSG00000159189	ENST00000374640
ENSG00000159189	ENST00000374637
ENSG00000173369	ENST00000509305
ENSG00000133216	ENST00000400191
ENSG00000133216	ENST00000374627
ENSG00000133216	ENST00000374630
ENSG00000133216	ENST00000374632
ENSG00000215906	ENST00000426928
ENSG00000215906	ENST00000618559
ENSG00000227868	ENST00000566855
ENSG00000227868	ENST00000622840
ENSG00000004487	ENST00000400181
ENSG00000004487	ENST00000356634
ENSG00000004487	ENST00000465864
ENSG00000169641	ENST00000314174
ENSG00000169641	ENST00000418342
ENSG00000169641	ENST00000302291
ENSG00000179546	ENST00000374619
ENSG00000125944	ENST00000374612
ENSG00000125944	ENST00000478691
ENSG00000125944	ENST00000374616
ENSG00000125944	ENST00000302271
ENSG00000125944	ENST00000427764
ENSG00000125945	ENST00000374608
ENSG00000125945	ENST00000314011
ENSG00000204219	ENST00000450454
ENSG00000088280	ENST00000437606
ENSG00000088280	ENST00000336689
ENSG00000007968	ENST00000361729
ENSG00000117318	ENST00000374561
ENSG00000142676	ENST00000643754
ENSG00000142676	ENST00000374550
ENSG00000142676	ENST00000458455
ENSG00000011007	ENST00000609199
ENSG00000011007	ENST00000613537
ENSG00000011007	ENST00000418390
ENSG00000057757	ENST00000246151
ENSG00000011009	ENST00000374514
ENSG00000117308	ENST00000374497
ENSG00000117308	ENST00000617979
ENSG00000117305	ENST00000374490
ENSG00000179163	ENST00000374479
ENSG00000188822	ENST00000374472
ENSG00000189266	ENST00000334351
ENSG00000189266	ENST00000647887
ENSG00000189266	ENST00000374468
ENSG00000188529	ENST00000343255
ENSG00000188529	ENST00000453840
ENSG00000188529	ENST00000374453
ENSG00000188529	ENST00000344989
ENSG00000188529	ENST00000484146
ENSG00000188529	ENST00000492112
ENSG00000188529	ENST00000374452
ENSG00000142661	ENST00000374434
ENSG00000142677	ENST00000270800
ENSG00000185436	ENST00000327535
ENSG00000185436	ENST00000374421
ENSG00000158055	ENST00000350501
ENSG00000158055	ENST00000236255
ENSG00000158055	ENST00000356046
ENSG00000158055	ENST00000361548
ENSG00000001460	ENST00000003583
ENSG00000001460	ENST00000374409
ENSG00000001460	ENST00000337248
ENSG00000001461	ENST00000339255
ENSG00000001461	ENST00000374399
ENSG00000117602	ENST00000610732
ENSG00000117602	ENST00000374395
ENSG00000117602	ENST00000538532
ENSG00000117602	ENST00000425530
ENSG00000184454	ENST00000374392
ENSG00000133226	ENST00000374389
ENSG00000133226	ENST00000323848
ENSG00000133226	ENST00000447431
ENSG00000169504	ENST00000374379
ENSG00000020633	ENST00000308873
ENSG00000020633	ENST00000338888
ENSG00000020633	ENST00000399916
ENSG00000117614	ENST00000236273
ENSG00000117614	ENST00000354361
ENSG00000117616	ENST00000243189
ENSG00000117616	ENST00000431849
ENSG00000187010	ENST00000648012
ENSG00000187010	ENST00000417538
ENSG00000187010	ENST00000328664
ENSG00000187010	ENST00000357542
ENSG00000187010	ENST00000342055
ENSG00000187010	ENST00000622561
ENSG00000187010	ENST00000568195
ENSG00000187010	ENST00000423810
ENSG00000183726	ENST00000374358
ENSG00000188672	ENST00000349320
ENSG00000188672	ENST00000294413
ENSG00000188672	ENST00000349438
ENSG00000188672	ENST00000413854
ENSG00000204178	ENST00000374343
ENSG00000157978	ENST00000374338
ENSG00000117643	ENST00000611903
ENSG00000117643	ENST00000374332
ENSG00000117643	ENST00000263979
ENSG00000117643	ENST00000374329
ENSG00000162430	ENST00000354177
ENSG00000162430	ENST00000361547
ENSG00000162430	ENST00000374315
ENSG00000117640	ENST00000374301
ENSG00000117640	ENST00000374307
ENSG00000117640	ENST00000374300
ENSG00000117640	ENST00000374303
ENSG00000127423	ENST00000374298
ENSG00000127423	ENST00000538789
ENSG00000182749	ENST00000374296
ENSG00000182749	ENST00000675840
ENSG00000117632	ENST00000455785
ENSG00000117632	ENST00000426559
ENSG00000117632	ENST00000374291
ENSG00000117632	ENST00000399728
ENSG00000117632	ENST00000357865
ENSG00000158006	ENST00000374282
ENSG00000158006	ENST00000374284
ENSG00000158008	ENST00000374280
ENSG00000158014	ENST00000374276
ENSG00000158014	ENST00000374278
ENSG00000158022	ENST00000374272
ENSG00000175087	ENST00000619836
ENSG00000175087	ENST00000374269
ENSG00000175087	ENST00000374271
ENSG00000197245	ENST00000374268
ENSG00000282872	ENST00000634842
ENSG00000282872	ENST00000635463
ENSG00000236782	ENST00000648649
ENSG00000236782	ENST00000448923
ENSG00000236782	ENST00000433939
ENSG00000142684	ENST00000374266
ENSG00000142684	ENST00000270812
ENSG00000142675	ENST00000361530
ENSG00000142675	ENST00000374253
ENSG00000188782	ENST00000456354
ENSG00000130695	ENST00000640292
ENSG00000130695	ENST00000451429
ENSG00000130695	ENST00000252992
ENSG00000142669	ENST00000270792
ENSG00000142669	ENST00000319041
ENSG00000158062	ENST00000374217
ENSG00000158062	ENST00000357089
ENSG00000158062	ENST00000374222
ENSG00000158062	ENST00000314675
ENSG00000158062	ENST00000374221
ENSG00000169442	ENST00000374213
ENSG00000176092	ENST00000475866
ENSG00000176092	ENST00000308182
ENSG00000176083	ENST00000403843
ENSG00000176083	ENST00000349618
ENSG00000176083	ENST00000436292
ENSG00000131914	ENST00000254231
ENSG00000131914	ENST00000326279
ENSG00000117682	ENST00000236342
ENSG00000117682	ENST00000526219
ENSG00000117682	ENST00000360009
ENSG00000117682	ENST00000525682
ENSG00000198830	ENST00000619352
ENSG00000198830	ENST00000361427
ENSG00000117676	ENST00000526792
ENSG00000117676	ENST00000530003
ENSG00000117676	ENST00000374166
ENSG00000117676	ENST00000374168
ENSG00000117676	ENST00000531382
ENSG00000117713	ENST00000374152
ENSG00000117713	ENST00000430799
ENSG00000117713	ENST00000324856
ENSG00000117713	ENST00000457599
ENSG00000060642	ENST00000674202
ENSG00000060642	ENST00000431541
ENSG00000060642	ENST00000374145
ENSG00000060642	ENST00000674222
ENSG00000060642	ENST00000674273
ENSG00000060642	ENST00000078527
ENSG00000060642	ENST00000455364
ENSG00000204160	ENST00000374142
ENSG00000175793	ENST00000339276
ENSG00000142751	ENST00000374135
ENSG00000198746	ENST00000361720
ENSG00000131910	ENST00000254227
ENSG00000090273	ENST00000321265
ENSG00000175707	ENST00000320567
ENSG00000253368	ENST00000522111
ENSG00000158246	ENST00000289166
ENSG00000090020	ENST00000263980
ENSG00000142784	ENST00000319394
ENSG00000142784	ENST00000361771
ENSG00000186501	ENST00000374076
ENSG00000186501	ENST00000608611
ENSG00000186501	ENST00000611517
