Gene stable ID	Transcript stable ID
ENSG00000278316	ENST00000616319
ENSG00000278450	ENST00000611283
ENSG00000274073	ENST00000615534
ENSG00000274651	ENST00000614518
ENSG00000274651	ENST00000618937
ENSG00000275323	ENST00000618751
ENSG00000275323	ENST00000630768
ENSG00000274734	ENST00000621228
ENSG00000274176	ENST00000612924
ENSG00000274176	ENST00000614649
ENSG00000274176	ENST00000617218
ENSG00000277666	ENST00000621137
ENSG00000275869	ENST00000621028
ENSG00000274078	ENST00000613310
ENSG00000274078	ENST00000613337
ENSG00000274078	ENST00000615900
ENSG00000273642	ENST00000613276
ENSG00000278401	ENST00000615157
ENSG00000276421	ENST00000612749
ENSG00000276421	ENST00000616732
ENSG00000277359	ENST00000616839
ENSG00000277359	ENST00000627525
ENSG00000274418	ENST00000622200
ENSG00000173757	ENST00000293328
ENSG00000173757	ENST00000415845
ENSG00000166049	ENST00000370357
ENSG00000166813	ENST00000394412
ENSG00000227780	ENST00000418540
ENSG00000227780	ENST00000448500
ENSG00000174307	ENST00000367311
ENSG00000174307	ENST00000367309
ENSG00000223767	ENST00000449794
ENSG00000154079	ENST00000370474
ENSG00000103126	ENST00000262320
ENSG00000103126	ENST00000354866
ENSG00000103126	ENST00000457798
ENSG00000205922	ENST00000382349
ENSG00000177721	ENST00000314890
ENSG00000177721	ENST00000616064
ENSG00000140534	ENST00000268138
ENSG00000140534	ENST00000560985
ENSG00000172262	ENST00000507393
ENSG00000172262	ENST00000515326
ENSG00000172262	ENST00000509156
ENSG00000172262	ENST00000508259
ENSG00000172262	ENST00000306938
ENSG00000172262	ENST00000505606
ENSG00000172262	ENST00000509634
ENSG00000172262	ENST00000509341
ENSG00000172262	ENST00000509931
ENSG00000232575	ENST00000436628
ENSG00000232575	ENST00000437490
ENSG00000232575	ENST00000426754
ENSG00000232575	ENST00000425102
ENSG00000130032	ENST00000674441
ENSG00000130032	ENST00000652529
ENSG00000130032	ENST00000448726
ENSG00000130032	ENST00000674374
ENSG00000130032	ENST00000674457
ENSG00000130032	ENST00000370354
ENSG00000130032	ENST00000370353
ENSG00000130032	ENST00000448324
ENSG00000130032	ENST00000538575
ENSG00000233841	ENST00000423509
ENSG00000233841	ENST00000430940
ENSG00000233841	ENST00000422726
ENSG00000233841	ENST00000424832
ENSG00000233841	ENST00000457806
ENSG00000233841	ENST00000621261
ENSG00000112818	ENST00000230588
ENSG00000112818	ENST00000611727
ENSG00000223858	ENST00000416974
ENSG00000223858	ENST00000552898
ENSG00000223858	ENST00000552809
ENSG00000206206	ENST00000399060
ENSG00000206206	ENST00000383062
ENSG00000206206	ENST00000428268
ENSG00000206206	ENST00000414272
ENSG00000206206	ENST00000457553
ENSG00000206206	ENST00000613912
ENSG00000206206	ENST00000612888
ENSG00000225130	ENST00000453266
ENSG00000134480	ENST00000508855
ENSG00000134480	ENST00000256897
ENSG00000134480	ENST00000504878
ENSG00000276234	ENST00000615182
ENSG00000276234	ENST00000614112
ENSG00000276234	ENST00000620367
ENSG00000276234	ENST00000612272
ENSG00000276234	ENST00000621780
ENSG00000276234	ENST00000615328
ENSG00000161082	ENST00000292672
ENSG00000161082	ENST00000541430
ENSG00000235259	ENST00000414873
ENSG00000235259	ENST00000425255
ENSG00000235259	ENST00000552062
ENSG00000237046	ENST00000434151
ENSG00000237046	ENST00000421981
ENSG00000237046	ENST00000549728
ENSG00000117335	ENST00000367042
ENSG00000117335	ENST00000358170
ENSG00000117335	ENST00000354848
ENSG00000117335	ENST00000322918
ENSG00000117335	ENST00000367041
ENSG00000117335	ENST00000357714
ENSG00000117335	ENST00000322875
ENSG00000117335	ENST00000367047
ENSG00000117335	ENST00000360212
ENSG00000117335	ENST00000480003
ENSG00000117335	ENST00000462968
ENSG00000018699	ENST00000448773
ENSG00000018699	ENST00000317907
ENSG00000018699	ENST00000438654
ENSG00000146143	ENST00000370687
ENSG00000146143	ENST00000274891
ENSG00000146143	ENST00000671770
ENSG00000146143	ENST00000672107
ENSG00000146143	ENST00000615550
ENSG00000146143	ENST00000550475
ENSG00000196547	ENST00000558290
ENSG00000196547	ENST00000558853
ENSG00000196547	ENST00000559999
ENSG00000196547	ENST00000559717
ENSG00000196547	ENST00000559965
ENSG00000196547	ENST00000559132
ENSG00000196547	ENST00000557865
ENSG00000196547	ENST00000560616
ENSG00000196547	ENST00000558171
ENSG00000196547	ENST00000560147
ENSG00000196547	ENST00000557990
ENSG00000196547	ENST00000360468
ENSG00000160180	ENST00000518498
ENSG00000160180	ENST00000398431
ENSG00000160180	ENST00000291525
ENSG00000112175	ENST00000370830
ENSG00000198837	ENST00000361217
ENSG00000198837	ENST00000368646
ENSG00000198837	ENST00000472932
ENSG00000162244	ENST00000648640
ENSG00000162244	ENST00000294189
ENSG00000162244	ENST00000466397
ENSG00000162244	ENST00000479017
ENSG00000162244	ENST00000495383
ENSG00000162244	ENST00000475248
ENSG00000162244	ENST00000492277
ENSG00000162244	ENST00000481629
ENSG00000182508	ENST00000371968
ENSG00000126934	ENST00000262948
ENSG00000126934	ENST00000599021
ENSG00000126934	ENST00000394867
ENSG00000147378	ENST00000370350
ENSG00000147378	ENST00000417321
ENSG00000160181	ENST00000291526
ENSG00000143614	ENST00000637918
ENSG00000143614	ENST00000368655
ENSG00000143614	ENST00000634544
ENSG00000143614	ENST00000634408
ENSG00000143614	ENST00000634564
ENSG00000143614	ENST00000634401
ENSG00000143614	ENST00000634791
ENSG00000143614	ENST00000637331
ENSG00000235025	ENST00000431258
ENSG00000235025	ENST00000447465
ENSG00000144410	ENST00000272852
ENSG00000181781	ENST00000382696
ENSG00000181781	ENST00000315489
ENSG00000183862	ENST00000329903
ENSG00000275300	ENST00000616108
ENSG00000275300	ENST00000613643
ENSG00000184838	ENST00000407149
ENSG00000184838	ENST00000379551
ENSG00000184838	ENST00000509923
ENSG00000184838	ENST00000505123
ENSG00000184838	ENST00000446965
ENSG00000143183	ENST00000392129
ENSG00000143183	ENST00000367881
ENSG00000143183	ENST00000580248
ENSG00000143183	ENST00000464650
ENSG00000143183	ENST00000481278
ENSG00000143183	ENST00000612311
ENSG00000143183	ENST00000628579
ENSG00000071553	ENST00000369762
ENSG00000071553	ENST00000422890
ENSG00000071553	ENST00000449556
ENSG00000071553	ENST00000619046
ENSG00000157766	ENST00000439576
ENSG00000157766	ENST00000560601
ENSG00000157766	ENST00000558207
ENSG00000157766	ENST00000559004
ENSG00000157766	ENST00000352105
ENSG00000157766	ENST00000561243
ENSG00000157766	ENST00000558704
ENSG00000157766	ENST00000617301
ENSG00000223532	ENST00000416726
ENSG00000223532	ENST00000425848
ENSG00000223532	ENST00000445222
ENSG00000223532	ENST00000640223
ENSG00000141933	ENST00000359315
ENSG00000099866	ENST00000587541
ENSG00000099866	ENST00000346144
ENSG00000099866	ENST00000215637
ENSG00000099866	ENST00000382683
ENSG00000099866	ENST00000613880
ENSG00000099866	ENST00000617201
ENSG00000099866	ENST00000622462
ENSG00000099866	ENST00000621286
ENSG00000099866	ENST00000619333
ENSG00000172775	ENST00000309137
ENSG00000172775	ENST00000565956
ENSG00000172775	ENST00000566077
ENSG00000172775	ENST00000569266
ENSG00000172775	ENST00000567439
ENSG00000172775	ENST00000564108
ENSG00000172775	ENST00000562324
ENSG00000172775	ENST00000567044
ENSG00000172775	ENST00000565458
ENSG00000172775	ENST00000562406
ENSG00000172775	ENST00000566584
ENSG00000172775	ENST00000568671
ENSG00000172775	ENST00000565760
ENSG00000172775	ENST00000566481
ENSG00000172775	ENST00000570184
ENSG00000172775	ENST00000566681
ENSG00000172775	ENST00000564424
ENSG00000172775	ENST00000389447
ENSG00000112309	ENST00000230053
ENSG00000112309	ENST00000615536
ENSG00000138119	ENST00000358334
ENSG00000138119	ENST00000359263
ENSG00000138119	ENST00000371489
ENSG00000138119	ENST00000371488
ENSG00000143179	ENST00000367879
ENSG00000143179	ENST00000642653
ENSG00000143179	ENST00000469256
ENSG00000143179	ENST00000470820
ENSG00000112305	ENST00000370452
ENSG00000112305	ENST00000316999
ENSG00000112305	ENST00000370455
ENSG00000112305	ENST00000445046
ENSG00000112305	ENST00000439432
ENSG00000112305	ENST00000619054
ENSG00000227565	ENST00000453377
ENSG00000227565	ENST00000432160
ENSG00000227565	ENST00000451911
ENSG00000160182	ENST00000291527
ENSG00000233599	ENST00000431059
ENSG00000233599	ENST00000426765
ENSG00000233599	ENST00000548653
ENSG00000233599	ENST00000550400
ENSG00000080644	ENST00000348639
ENSG00000080644	ENST00000326828
ENSG00000080644	ENST00000559080
ENSG00000126016	ENST00000304758
ENSG00000126016	ENST00000371962
ENSG00000126016	ENST00000524145
ENSG00000126016	ENST00000371958
ENSG00000126016	ENST00000371959
ENSG00000181867	ENST00000321339
ENSG00000131482	ENST00000592383
ENSG00000131482	ENST00000253801
ENSG00000131482	ENST00000585489
ENSG00000231408	ENST00000436519
ENSG00000231408	ENST00000454550
ENSG00000169684	ENST00000299565
ENSG00000169684	ENST00000559554
ENSG00000169684	ENST00000394802
ENSG00000169684	ENST00000559576
ENSG00000159176	ENST00000367306
ENSG00000159176	ENST00000531916
ENSG00000159176	ENST00000532460
ENSG00000159176	ENST00000526256
ENSG00000159176	ENST00000533432
ENSG00000159176	ENST00000526723
ENSG00000159176	ENST00000524951
ENSG00000159176	ENST00000340006
ENSG00000081237	ENST00000367379
ENSG00000081237	ENST00000643513
ENSG00000081237	ENST00000348564
ENSG00000081237	ENST00000442510
ENSG00000081237	ENST00000530727
ENSG00000081237	ENST00000645247
ENSG00000081237	ENST00000367367
ENSG00000081237	ENST00000367364
ENSG00000081237	ENST00000413409
ENSG00000081237	ENST00000418674
ENSG00000096060	ENST00000357266
ENSG00000096060	ENST00000536438
ENSG00000096060	ENST00000539068
ENSG00000096060	ENST00000542713
ENSG00000228321	ENST00000412275
ENSG00000147381	ENST00000431963
ENSG00000147381	ENST00000448295
ENSG00000147381	ENST00000430273
ENSG00000147381	ENST00000441865
ENSG00000147381	ENST00000370340
ENSG00000147381	ENST00000425182
ENSG00000147381	ENST00000416020
ENSG00000147381	ENST00000457310
ENSG00000147381	ENST00000370335
ENSG00000147381	ENST00000360243
ENSG00000147381	ENST00000431971
ENSG00000147381	ENST00000393921
ENSG00000147381	ENST00000393920
ENSG00000147381	ENST00000276344
ENSG00000184787	ENST00000345496
ENSG00000184787	ENST00000330942
ENSG00000119772	ENST00000264709
ENSG00000119772	ENST00000380746
ENSG00000119772	ENST00000321117
ENSG00000119772	ENST00000402667
ENSG00000119772	ENST00000406659
ENSG00000060566	ENST00000078445
ENSG00000060566	ENST00000595923
ENSG00000060566	ENST00000602257
ENSG00000060566	ENST00000602147
ENSG00000177169	ENST00000321867
ENSG00000106400	ENST00000305105
ENSG00000138378	ENST00000358470
ENSG00000138378	ENST00000392320
ENSG00000138378	ENST00000413064
ENSG00000138378	ENST00000409995
ENSG00000138378	ENST00000450994
ENSG00000138378	ENST00000432798
ENSG00000236271	ENST00000430843
ENSG00000236271	ENST00000444068
ENSG00000236271	ENST00000457733
ENSG00000236271	ENST00000426417
ENSG00000236271	ENST00000431966
ENSG00000236271	ENST00000430384
ENSG00000236271	ENST00000411848
ENSG00000236271	ENST00000427701
ENSG00000236271	ENST00000446416
ENSG00000236271	ENST00000445395
ENSG00000106397	ENST00000454310
ENSG00000106397	ENST00000223127
ENSG00000106397	ENST00000421736
ENSG00000106397	ENST00000414785
ENSG00000106397	ENST00000456079
ENSG00000198373	ENST00000359154
ENSG00000198373	ENST00000561780
ENSG00000198373	ENST00000563659
ENSG00000198373	ENST00000569174
ENSG00000198373	ENST00000568684
ENSG00000198373	ENST00000356003
ENSG00000228881	ENST00000425523
ENSG00000228881	ENST00000439094
ENSG00000228881	ENST00000456770
ENSG00000228881	ENST00000422802
ENSG00000228881	ENST00000453442
ENSG00000228881	ENST00000440149
ENSG00000228881	ENST00000438064
ENSG00000164086	ENST00000495880
ENSG00000164086	ENST00000469623
ENSG00000138621	ENST00000342932
ENSG00000138621	ENST00000564923
ENSG00000138621	ENST00000569562
ENSG00000138621	ENST00000568649
ENSG00000138621	ENST00000562095
ENSG00000138621	ENST00000567336
ENSG00000138621	ENST00000563393
ENSG00000129925	ENST00000431232
ENSG00000129925	ENST00000424078
ENSG00000129925	ENST00000250930
ENSG00000129925	ENST00000448854
ENSG00000129925	ENST00000427313
ENSG00000144401	ENST00000432416
ENSG00000144401	ENST00000458426
ENSG00000144401	ENST00000425132
ENSG00000144401	ENST00000448007
ENSG00000144401	ENST00000272839
ENSG00000144401	ENST00000448823
ENSG00000144401	ENST00000406927
ENSG00000144401	ENST00000426075
ENSG00000144401	ENST00000442521
ENSG00000144401	ENST00000411432
ENSG00000126561	ENST00000345506
ENSG00000126561	ENST00000590949
ENSG00000126561	ENST00000546010
ENSG00000126561	ENST00000590726
ENSG00000126561	ENST00000444283
ENSG00000126561	ENST00000588868
ENSG00000126561	ENST00000587646
ENSG00000234280	ENST00000449847
ENSG00000234280	ENST00000427082
ENSG00000086504	ENST00000648346
ENSG00000086504	ENST00000199706
ENSG00000086504	ENST00000429738
ENSG00000086504	ENST00000389675
ENSG00000086504	ENST00000441883
ENSG00000086504	ENST00000447696
ENSG00000086504	ENST00000450882
ENSG00000204308	ENST00000375094
ENSG00000143217	ENST00000368012
ENSG00000118260	ENST00000430624
ENSG00000118260	ENST00000432329
ENSG00000118260	ENST00000353267
ENSG00000118260	ENST00000445803
ENSG00000118260	ENST00000421139
ENSG00000118260	ENST00000452474
ENSG00000118260	ENST00000414681
ENSG00000118260	ENST00000448277
