GeneID	TransID
ENSG00000197217	ENST00000356206.ENTPD4
ENSG00000279961	ENST00000623286.OR8U3
ENSG00000011600	ENST00000262629.TYROBP
ENSG00000244624	ENST00000334664.KRTAP20-1
ENSG00000163738	ENST00000395759.MTHFD2L
ENSG00000136327	ENST00000258829.NKX2-8
ENSG00000135929	ENST00000258415.CYP27A1
ENSG00000169962	ENST00000339381.TAS1R3
ENSG00000166183	ENST00000551177.ASPG
ENSG00000001497	ENST00000677969.LAS1L
ENSG00000198482	ENST00000359798.ZNF808
ENSG00000118557	ENST00000237353.PMFBP1
ENSG00000183034	ENST00000331427.OTOP2
ENSG00000137100	ENST00000341694.DCTN3
ENSG00000189292	ENST00000403610.ALKAL2
ENSG00000121022	ENST00000357849.COPS5
ENSG00000103197	ENST00000642936.TSC2
ENSG00000023041	ENST00000626395.ZDHHC6
ENSG00000186448	ENST00000344387.ZNF197
ENSG00000188996	ENST00000380907.HUS1B
ENSG00000196586	ENST00000672093.MYO6
ENSG00000198799	ENST00000361127.LRIG2
ENSG00000172590	ENST00000432849.MRPL52
ENSG00000111404	ENST00000538724.RERGL
ENSG00000141252	ENST00000681160.VPS53
ENSG00000243709	ENST00000272134.LEFTY1
ENSG00000007202	ENST00000544884.KIAA0100
ENSG00000153294	ENST00000327753.ADGRF4
ENSG00000134014	ENST00000256398.ELP3
ENSG00000184500	ENST00000650591.PROS1
ENSG00000129673	ENST00000392492.AANAT
ENSG00000135297	ENST00000498286.MTO1
ENSG00000175556	ENST00000304778.LONRF3
ENSG00000055955	ENST00000406595.ITIH4
ENSG00000153094	ENST00000393256.BCL2L11
ENSG00000054267	ENST00000264183.ARID4B
ENSG00000168918	ENST00000445964.INPP5D
ENSG00000163754	ENST00000484197.GYG1
ENSG00000154814	ENST00000606098.OXNAD1
ENSG00000152082	ENST00000281871.MZT2B
ENSG00000163191	ENST00000271638.S100A11
ENSG00000183668	ENST00000621109.PSG9
ENSG00000196476	ENST00000400269.C20orf96
ENSG00000161010	ENST00000523084.MRNIP
ENSG00000174547	ENST00000329819.MRPL11
ENSG00000114450	ENST00000468623.GNB4
ENSG00000107249	ENST00000682749.GLIS3
ENSG00000090512	ENST00000382134.FETUB
ENSG00000171681	ENST00000543189.ATF7IP
ENSG00000188603	ENST00000636228.CLN3
ENSG00000158290	ENST00000371323.CUL4B
ENSG00000127946	ENST00000616821.HIP1
ENSG00000059769	ENST00000313525.DNAJC25
ENSG00000111261	ENST00000545735.MANSC1
ENSG00000198755	ENST00000322203.RPL10A
ENSG00000172115	ENST00000305786.CYCS
ENSG00000081189	ENST00000340208.MEF2C
ENSG00000006468	ENST00000430479.ETV1
ENSG00000171843	ENST00000630269.MLLT3
ENSG00000066135	ENST00000372396.KDM4A
ENSG00000284505	ENST00000615007.LYNX1-SLURP2
ENSG00000109819	ENST00000613098.PPARGC1A
ENSG00000198818	ENST00000361731.SFT2D1
ENSG00000211584	ENST00000442218.SLC48A1
ENSG00000107862	ENST00000676993.GBF1
ENSG00000105948	ENST00000478836.TTC26
ENSG00000170486	ENST00000354310.KRT72
ENSG00000178662	ENST00000314499.CSRNP3
ENSG00000110693	ENST00000528252.SOX6
ENSG00000118518	ENST00000368314.RNF146
ENSG00000205899	ENST00000391429.BHLHA9
ENSG00000101596	ENST00000320876.SMCHD1
ENSG00000157227	ENST00000548162.MMP14
ENSG00000213185	ENST00000368896.FAM24B
ENSG00000102048	ENST00000380483.ASB9
ENSG00000177425	ENST00000328827.PAWR
ENSG00000095794	ENST00000337656.CREM
ENSG00000100592	ENST00000395125.DAAM1
ENSG00000092978	ENST00000366935.GPATCH2
ENSG00000241685	ENST00000262942.ARPC1A
ENSG00000196924	ENST00000360319.FLNA
ENSG00000205138	ENST00000378887.SDHAF1
ENSG00000204104	ENST00000373327.TRAF3IP1
ENSG00000114999	ENST00000233336.TTL
ENSG00000145495	ENST00000274140.MARCHF6
ENSG00000186416	ENST00000304449.NKRF
ENSG00000157637	ENST00000288439.SLC38A10
ENSG00000010278	ENST00000382518.CD9
ENSG00000070087	ENST00000452853.PFN2
ENSG00000109572	ENST00000360642.CLCN3
ENSG00000160097	ENST00000373471.FNDC5
ENSG00000111641	ENST00000382421.NOP2
ENSG00000066248	ENST00000373552.NGEF
ENSG00000096395	ENST00000266003.MLN
ENSG00000169118	ENST00000635142.CSNK1G1
ENSG00000135916	ENST00000326407.ITM2C
ENSG00000170296	ENST00000573928.GABARAP
ENSG00000090924	ENST00000458508.PLEKHG2
ENSG00000117643	ENST00000263979.MAN1C1
ENSG00000153113	ENST00000675179.CAST
ENSG00000185721	ENST00000331457.DRG1
ENSG00000149548	ENST00000344762.CCDC15
ENSG00000168309	ENST00000447756.FAM107A
ENSG00000154803	ENST00000285071.FLCN
ENSG00000125386	ENST00000324666.FAM193A
ENSG00000141837	ENST00000664864.CACNA1A
ENSG00000156671	ENST00000671800.SAMD8
ENSG00000074211	ENST00000335585.PPP2R2C
ENSG00000156521	ENST00000287078.TYSND1
ENSG00000178188	ENST00000322610.SH2B1
ENSG00000188385	ENST00000298622.JAKMIP3
ENSG00000105875	ENST00000683848.WDR91
ENSG00000186815	ENST00000550785.TPCN1
ENSG00000172468	ENST00000309834.HSFY1
ENSG00000122257	ENST00000381039.RBBP6
ENSG00000146039	ENST00000439485.SLC17A4
ENSG00000167613	ENST00000391743.LAIR1
ENSG00000085831	ENST00000262675.TTC39A
ENSG00000148483	ENST00000377495.TMEM236
ENSG00000184459	ENST00000397452.BPIFC
ENSG00000154814	ENST00000605932.OXNAD1
ENSG00000072422	ENST00000357917.RHOBTB1
ENSG00000068796	ENST00000674733.KIF2A
ENSG00000163428	ENST00000295628.LRRC58
ENSG00000168661	ENST00000439785.ZNF30
ENSG00000270339	ENST00000584068.PPIAL4H
ENSG00000256671	ENST00000632897.LIMS4
ENSG00000078747	ENST00000665346.ITCH
ENSG00000122386	ENST00000382192.ZNF205
ENSG00000068137	ENST00000591022.PLEKHH3
ENSG00000088836	ENST00000380059.SLC4A11
ENSG00000226685	ENST00000419982.CT47A12
ENSG00000089685	ENST00000301633.BIRC5
ENSG00000167914	ENST00000635792.GSDMA
ENSG00000161798	ENST00000293599.AQP5
ENSG00000135697	ENST00000258168.BCO1
ENSG00000116205	ENST00000234827.TCEANC2
ENSG00000048140	ENST00000310032.TSPAN17
ENSG00000213214	ENST00000378115.ARHGEF35
ENSG00000169605	ENST00000673932.GKN1
ENSG00000115233	ENST00000409682.PSMD14
ENSG00000070423	ENST00000292363.RNF126
ENSG00000253873	ENST00000622044.PCDHGA11
ENSG00000188529	ENST00000344989.SRSF10
ENSG00000161249	ENST00000339686.DMKN
ENSG00000084676	ENST00000395856.NCOA1
ENSG00000169439	ENST00000518385.SDC2
ENSG00000167210	ENST00000441551.LOXHD1
ENSG00000243789	ENST00000397299.JMJD7
ENSG00000185347	ENST00000329886.TEDC1
ENSG00000182944	ENST00000332050.EWSR1
ENSG00000204296	ENST00000447241.TSBP1
ENSG00000215790	ENST00000643905.SLC35E2A
ENSG00000204370	ENST00000526592.SDHD
ENSG00000109452	ENST00000509777.INPP4B
ENSG00000100097	ENST00000215909.LGALS1
ENSG00000175826	ENST00000573600.CTDNEP1
ENSG00000156113	ENST00000639486.KCNMA1
ENSG00000249437	ENST00000508426.NAIP
ENSG00000176624	ENST00000406189.MEX3C
ENSG00000163681	ENST00000659705.SLMAP
ENSG00000180573	ENST00000602637.H2AC6
ENSG00000163630	ENST00000295894.SYNPR
ENSG00000182459	ENST00000333437.TEX19
ENSG00000112599	ENST00000230361.GUCA1B
ENSG00000175928	ENST00000319331.LRRN1
ENSG00000172340	ENST00000493112.SUCLG2
ENSG00000145349	ENST00000511664.CAMK2D
ENSG00000067182	ENST00000162749.TNFRSF1A
ENSG00000178104	ENST00000524974.PDE4DIP
ENSG00000130066	ENST00000379254.SAT1
ENSG00000176563	ENST00000588408.CNTD1
ENSG00000120451	ENST00000265909.SNX19
ENSG00000100284	ENST00000449058.TOM1
ENSG00000086730	ENST00000344995.LAT2
ENSG00000130595	ENST00000446240.TNNT3
ENSG00000089335	ENST00000613363.ZNF302
ENSG00000167646	ENST00000455045.DNAAF3
ENSG00000175766	ENST00000647833.EIF4E1B
ENSG00000139132	ENST00000525053.FGD4
ENSG00000110243	ENST00000673688.APOA5
ENSG00000029153	ENST00000395901.ARNTL2
ENSG00000181982	ENST00000504487.CCDC149
ENSG00000120913	ENST00000622702.PDLIM2
ENSG00000128050	ENST00000512576.PAICS
ENSG00000103375	ENST00000219660.AQP8
ENSG00000102780	ENST00000536612.DGKH
ENSG00000104856	ENST00000505236.RELB
ENSG00000163873	ENST00000373093.GRIK3
ENSG00000120903	ENST00000407991.CHRNA2
ENSG00000239900	ENST00000636714.ADSL
ENSG00000124657	ENST00000244623.OR2B6
ENSG00000148356	ENST00000675789.LRSAM1
ENSG00000149534	ENST00000278888.MS4A2
ENSG00000138495	ENST00000261070.COX17
ENSG00000117335	ENST00000480003.CD46
ENSG00000236424	ENST00000444056.TSPY10
ENSG00000158290	ENST00000681206.CUL4B
ENSG00000177706	ENST00000313766.FAM20C
ENSG00000183542	ENST00000309384.KLRC4
ENSG00000115211	ENST00000493344.EIF2B4
ENSG00000140403	ENST00000394855.DNAJA4
ENSG00000215545	ENST00000400549.DEFB116
ENSG00000136689	ENST00000409930.IL1RN
ENSG00000167658	ENST00000309311.EEF2
ENSG00000075413	ENST00000216288.MARK3
ENSG00000114861	ENST00000491238.FOXP1
ENSG00000136404	ENST00000565774.TM6SF1
ENSG00000171840	ENST00000397265.NINJ2
ENSG00000091428	ENST00000538974.RAPGEF4
ENSG00000172137	ENST00000302628.CALB2
ENSG00000164713	ENST00000297290.BRI3
ENSG00000152601	ENST00000355460.MBNL1
ENSG00000148331	ENST00000277458.ASB6
ENSG00000187045	ENST00000406856.TMPRSS6
ENSG00000172531	ENST00000376745.PPP1CA
ENSG00000054796	ENST00000371260.SPO11
ENSG00000180667	ENST00000315927.YOD1
ENSG00000114656	ENST00000515659.CFAP92
ENSG00000162736	ENST00000294785.NCSTN
ENSG00000151611	ENST00000649704.MMAA
ENSG00000139734	ENST00000400319.DIAPH3
ENSG00000205710	ENST00000381365.C17orf107
ENSG00000167536	ENST00000394901.DHRS13
ENSG00000127334	ENST00000344096.DYRK2
ENSG00000083807	ENST00000601355.SLC27A5
ENSG00000140464	ENST00000435786.PML
ENSG00000163659	ENST00000295924.TIPARP
ENSG00000063854	ENST00000566709.HAGH
ENSG00000123178	ENST00000361840.SPRYD7
ENSG00000164300	ENST00000509193.SERINC5
ENSG00000112659	ENST00000372647.CUL9
ENSG00000082438	ENST00000409184.COBLL1
ENSG00000082898	ENST00000676553.XPO1
ENSG00000151418	ENST00000281087.ATP6V1G3
ENSG00000204449	ENST00000448984.TRIM49C
ENSG00000198947	ENST00000619831.DMD
ENSG00000043143	ENST00000282605.JADE2
ENSG00000121897	ENST00000381846.LIAS
ENSG00000254636	ENST00000528446.ARMS2
ENSG00000102038	ENST00000371121.SMARCA1
ENSG00000170871	ENST00000425103.KIAA0232
ENSG00000139278	ENST00000266659.GLIPR1
ENSG00000167641	ENST00000591291.PPP1R14A
ENSG00000274736	ENST00000615050.CCL23
ENSG00000166839	ENST00000319580.ANKDD1A
ENSG00000078140	ENST00000261427.UBE2K
ENSG00000188626	ENST00000563027.GOLGA8M
ENSG00000100697	ENST00000541352.DICER1
ENSG00000232629	ENST00000437316.HLA-DQB2
ENSG00000135317	ENST00000683898.SNX14
ENSG00000180881	ENST00000409445.CAPS2
ENSG00000120251	ENST00000645636.GRIA2
ENSG00000173171	ENST00000316721.MTX1
ENSG00000143995	ENST00000495021.MEIS1
ENSG00000083099	ENST00000520318.LYRM2
ENSG00000140297	ENST00000396065.GCNT3
ENSG00000066468	ENST00000684153.FGFR2
ENSG00000212659	ENST00000391355.KRTAP9-6
ENSG00000102007	ENST00000376327.PLP2
ENSG00000005206	ENST00000613503.SPPL2B
ENSG00000078177	ENST00000261435.N4BP2
ENSG00000135090	ENST00000392533.TAOK3
ENSG00000108963	ENST00000263083.DPH1
ENSG00000149646	ENST00000349339.CNBD2
ENSG00000047621	ENST00000261250.C12orf4
ENSG00000167257	ENST00000530849.RNF214
ENSG00000182919	ENST00000540113.C11orf54
ENSG00000185737	ENST00000404547.NRG3
ENSG00000115414	ENST00000432072.FN1
ENSG00000156030	ENST00000394071.MIDEAS
ENSG00000286106	ENST00000624419.NOTCH2NLR
ENSG00000166426	ENST00000299529.CRABP1
ENSG00000197329	ENST00000358912.PELI1
ENSG00000047849	ENST00000420772.MAP4
ENSG00000204356	ENST00000375429.NELFE
ENSG00000078142	ENST00000398870.PIK3C3
ENSG00000108852	ENST00000612133.MPP2
ENSG00000095059	ENST00000210060.DHPS
ENSG00000185499	ENST00000368396.MUC1
ENSG00000159917	ENST00000650576.ZNF235
ENSG00000104714	ENST00000262109.ERICH1
ENSG00000165629	ENST00000356708.ATP5F1C
ENSG00000108231	ENST00000630047.LGI1
ENSG00000155530	ENST00000645682.LRGUK
ENSG00000205085	ENST00000641605.FAM71F2
ENSG00000175832	ENST00000545089.ETV4
ENSG00000166682	ENST00000538955.TMPRSS5
ENSG00000187583	ENST00000379407.PLEKHN1
ENSG00000147676	ENST00000522112.MAL2
ENSG00000158865	ENST00000424767.SLC5A11
ENSG00000143353	ENST00000366927.LYPLAL1
ENSG00000118971	ENST00000675880.CCND2
ENSG00000147180	ENST00000373165.ZNF711
ENSG00000047849	ENST00000683076.MAP4
ENSG00000178821	ENST00000310991.TMEM52
ENSG00000283654	ENST00000637218.LMLN2
ENSG00000132475	ENST00000586607.H3-3B
ENSG00000196155	ENST00000450733.PLEKHG4
ENSG00000182150	ENST00000288985.ERCC6L2
ENSG00000233816	ENST00000610660.IFNA13
ENSG00000196526	ENST00000420658.AFAP1
ENSG00000198216	ENST00000621791.CACNA1E
ENSG00000170581	ENST00000314128.STAT2
ENSG00000125089	ENST00000684698.SH3TC1
ENSG00000169105	ENST00000306243.CHST14
ENSG00000058335	ENST00000558480.RASGRF1
ENSG00000275410	ENST00000614313.HNF1B
ENSG00000177462	ENST00000641945.OR2T8
ENSG00000127990	ENST00000644122.SGCE
ENSG00000214694	ENST00000409978.ARHGEF33
ENSG00000125409	ENST00000395930.TEKT3
ENSG00000101224	ENST00000439880.CDC25B
ENSG00000137642	ENST00000260197.SORL1
ENSG00000163681	ENST00000428312.SLMAP
ENSG00000008282	ENST00000470347.SYPL1
ENSG00000101335	ENST00000279022.MYL9
ENSG00000158887	ENST00000533357.MPZ
ENSG00000156110	ENST00000541550.ADK
ENSG00000204618	ENST00000376751.RNF39
ENSG00000121966	ENST00000241393.CXCR4
ENSG00000168917	ENST00000393079.SLC35G2
ENSG00000149548	ENST00000529051.CCDC15
ENSG00000188385	ENST00000670120.JAKMIP3
ENSG00000114062	ENST00000675177.UBE3A
ENSG00000169194	ENST00000617259.IL13
ENSG00000116748	ENST00000369538.AMPD1
ENSG00000054793	ENST00000311637.ATP9A
ENSG00000070808	ENST00000683332.CAMK2A
ENSG00000103319	ENST00000263026.EEF2K
ENSG00000131591	ENST00000421241.C1orf159
ENSG00000189042	ENST00000588311.ZNF567
ENSG00000117090	ENST00000538290.SLAMF1
ENSG00000179954	ENST00000587166.SSC5D
ENSG00000187783	ENST00000544540.TMEM72
ENSG00000130826	ENST00000369550.DKC1
ENSG00000077684	ENST00000452328.JADE1
ENSG00000075413	ENST00000429436.MARK3
ENSG00000155265	ENST00000596005.GOLGA7B
ENSG00000186376	ENST00000370764.ZNF75D
ENSG00000170439	ENST00000614691.METTL7B
ENSG00000162739	ENST00000368059.SLAMF6
ENSG00000054267	ENST00000349213.ARID4B
ENSG00000115457	ENST00000456764.IGFBP2
ENSG00000151117	ENST00000280734.TMEM86A
ENSG00000171552	ENST00000450273.BCL2L1
ENSG00000148408	ENST00000371355.CACNA1B
ENSG00000077782	ENST00000397103.FGFR1
ENSG00000125531	ENST00000370098.FNDC11
ENSG00000163600	ENST00000435193.ICOS
ENSG00000187191	ENST00000446723.DAZ3
ENSG00000143061	ENST00000369486.IGSF3
ENSG00000219545	ENST00000682710.UMAD1
ENSG00000109911	ENST00000640342.ELP4
ENSG00000132635	ENST00000356872.PCED1A
ENSG00000107771	ENST00000359979.CCSER2
ENSG00000180919	ENST00000316529.OR56B4
ENSG00000170627	ENST00000305879.GTSF1
ENSG00000119335	ENST00000409104.SET
ENSG00000164707	ENST00000354042.SLC13A4
ENSG00000110848	ENST00000228434.CD69
ENSG00000139990	ENST00000554215.DCAF5
ENSG00000119414	ENST00000451402.PPP6C
ENSG00000119139	ENST00000649134.TJP2
ENSG00000116809	ENST00000375743.ZBTB17
ENSG00000260428	ENST00000567180.SCX
ENSG00000196793	ENST00000374446.ZNF239
ENSG00000135679	ENST00000258149.MDM2
ENSG00000167178	ENST00000361742.ISLR2
ENSG00000183621	ENST00000436087.ZNF438
ENSG00000166831	ENST00000300069.RBPMS2
ENSG00000156869	ENST00000646001.FRRS1
ENSG00000166140	ENST00000355341.ZFYVE19
ENSG00000140691	ENST00000457010.ARMC5
ENSG00000122378	ENST00000606162.PRXL2A
ENSG00000007392	ENST00000337351.LUC7L
ENSG00000181852	ENST00000345093.RNF41
ENSG00000147119	ENST00000276055.CHST7
ENSG00000164129	ENST00000338566.NPY5R
ENSG00000144407	ENST00000272847.PTH2R
ENSG00000043143	ENST00000681547.JADE2
ENSG00000151532	ENST00000432306.VTI1A
ENSG00000089234	ENST00000327551.BRAP
ENSG00000182944	ENST00000629659.EWSR1
ENSG00000152578	ENST00000282499.GRIA4
ENSG00000127922	ENST00000413065.SEM1
ENSG00000278540	ENST00000616317.ACACA
ENSG00000133030	ENST00000395811.MPRIP
ENSG00000175336	ENST00000398189.APOF
ENSG00000186654	ENST00000611394.PRR5
ENSG00000184014	ENST00000530044.DENND5A
ENSG00000186452	ENST00000398458.TMPRSS12
ENSG00000105137	ENST00000600440.SYDE1
ENSG00000177943	ENST00000317446.MAMDC4
ENSG00000137720	ENST00000529270.C11orf1
ENSG00000232859	ENST00000508862.LYRM9
ENSG00000156599	ENST00000287169.ZDHHC5
ENSG00000108424	ENST00000535458.KPNB1
ENSG00000135775	ENST00000534989.COG2
ENSG00000136146	ENST00000258648.MED4
ENSG00000166598	ENST00000299767.HSP90B1
ENSG00000189139	ENST00000340446.FSCB
ENSG00000196352	ENST00000367063.CD55
ENSG00000157379	ENST00000288111.DHRS1
ENSG00000167670	ENST00000301280.CHAF1A
ENSG00000112118	ENST00000419835.MCM3
ENSG00000142733	ENST00000357582.MAP3K6
ENSG00000106789	ENST00000375077.CORO2A
ENSG00000123191	ENST00000418097.ATP7B
ENSG00000073331	ENST00000650871.ALPK1
ENSG00000163743	ENST00000380840.RCHY1
ENSG00000063761	ENST00000238561.ADCK1
ENSG00000144199	ENST00000414820.FAHD2B
ENSG00000162747	ENST00000421702.FCGR3B
ENSG00000198780	ENST00000510496.FAM169A
ENSG00000167972	ENST00000301732.ABCA3
ENSG00000136696	ENST00000327407.IL36B
ENSG00000108963	ENST00000571418.DPH1
ENSG00000100221	ENST00000216039.JOSD1
ENSG00000174928	ENST00000534941.C3orf33
ENSG00000155330	ENST00000285697.C16orf87
ENSG00000197530	ENST00000355826.MIB2
ENSG00000006283	ENST00000512389.CACNA1G
ENSG00000165609	ENST00000378927.NUDT5
ENSG00000181958	ENST00000641526.OR4A15
ENSG00000230667	ENST00000485873.SETSIP
ENSG00000178568	ENST00000436443.ERBB4
ENSG00000166153	ENST00000416321.DEPDC4
ENSG00000160325	ENST00000542192.CACFD1
ENSG00000163625	ENST00000295888.WDFY3
ENSG00000134779	ENST00000590842.TPGS2
ENSG00000109790	ENST00000261425.KLHL5
ENSG00000176435	ENST00000342213.CLEC14A
ENSG00000204655	ENST00000376917.MOG
ENSG00000166123	ENST00000340124.GPT2
ENSG00000169744	ENST00000515064.LDB2
ENSG00000198231	ENST00000359353.DDX42
ENSG00000093010	ENST00000678769.COMT
ENSG00000154122	ENST00000284268.ANKH
ENSG00000170498	ENST00000367194.KISS1
ENSG00000141469	ENST00000321925.SLC14A1
ENSG00000128739	ENST00000554227.SNRPN
ENSG00000128602	ENST00000249373.SMO
ENSG00000184277	ENST00000428002.TM2D3
ENSG00000165115	ENST00000413982.KIF27
ENSG00000175544	ENST00000438189.CABP4
ENSG00000162687	ENST00000294725.KCNT2
ENSG00000155324	ENST00000285689.GRAMD2B
ENSG00000223573	ENST00000646160.TINCR
ENSG00000111653	ENST00000446105.ING4
ENSG00000074071	ENST00000177742.MRPS34
ENSG00000270647	ENST00000605844.TAF15
ENSG00000274512	ENST00000612727.TBC1D3L
ENSG00000115998	ENST00000264434.C2orf42
ENSG00000101057	ENST00000396863.MYBL2
ENSG00000083838	ENST00000622313.ZNF446
ENSG00000286190	ENST00000568641.AC055839.2
ENSG00000198704	ENST00000474923.GPX6
ENSG00000242019	ENST00000291860.KIR3DL3
ENSG00000141076	ENST00000314423.UTP4
ENSG00000137942	ENST00000271234.FNBP1L
ENSG00000140332	ENST00000440567.TLE3
ENSG00000136811	ENST00000372814.ODF2
ENSG00000164871	ENST00000359758.SPAG11B
ENSG00000214711	ENST00000403897.CAPN14
ENSG00000135931	ENST00000349938.ARMC9
ENSG00000082701	ENST00000650344.GSK3B
ENSG00000110200	ENST00000502597.ANAPC15
ENSG00000204574	ENST00000326195.ABCF1
ENSG00000169231	ENST00000368378.THBS3
ENSG00000171723	ENST00000478722.GPHN
ENSG00000169499	ENST00000617275.PLEKHA2
ENSG00000167395	ENST00000300850.ZNF646
ENSG00000103353	ENST00000567212.UBFD1
ENSG00000100749	ENST00000553683.VRK1
ENSG00000180535	ENST00000609256.BHLHA15
ENSG00000127928	ENST00000248572.GNGT1
ENSG00000143479	ENST00000367108.DYRK3
ENSG00000104237	ENST00000220676.RP1
ENSG00000226490	ENST00000643770.AC138647.1
ENSG00000145216	ENST00000337488.FIP1L1
ENSG00000070367	ENST00000621441.EXOC5
ENSG00000055950	ENST00000318364.MRPL43
ENSG00000258289	ENST00000548752.CHURC1
ENSG00000102385	ENST00000402866.DRP2
ENSG00000081051	ENST00000395792.AFP
ENSG00000162419	ENST00000294409.GMEB1
ENSG00000179583	ENST00000618327.CIITA
ENSG00000263464	ENST00000585245.PPIAL4C
ENSG00000148602	ENST00000372105.LRIT1
ENSG00000278662	ENST00000610657.GOLGA6L10
ENSG00000099904	ENST00000320602.ZDHHC8
ENSG00000017427	ENST00000424202.IGF1
ENSG00000104497	ENST00000396330.SNX16
ENSG00000143217	ENST00000368012.NECTIN4
