geneId	TransID
gga-mir-6706	gga-mir-6706_rna-XM_015287047.2
gga-mir-6706	gga-mir-6706_rna-XM_015287046.1
gga-mir-6706	gga-mir-6706_rna-XM_015287049.2
gga-mir-6706	gga-mir-6706_rna-XM_015287045.2
gga-mir-6706	gga-mir-6706_rna-XM_015287043.2
gga-mir-6706	gga-mir-6706_rna-XM_015287048.2
reg_28	rna-XM_025151326.1
reg_28	rna-XM_025151327.1
reg_28	rna-XM_025151331.1
reg_29	rna-XM_004941612.3
reg_29	ENSGALT00000036105.4
reg_30	rna-XM_025150900.1
RPS6KA5	rna-NM_001012587.2
RPS6KA5	rna-XM_025150779.1
RPS6KA5	RPS6KA5_ENSGALT00000081914.2
NUDT14	NUDT14_rna-XM_025150798.1
NUDT14	NUDT14_rna-XM_015287492.2
NUDT14	NUDT14_ENSGALT00000044805.3
reg_33	rna-XM_015286860.2
MADD	MADD_rna-XM_015287167.2
MADD	MADD_rna-XM_015287168.2
MADD	MADD_rna-XM_015287158.2
MADD	MADD_rna-XM_015287182.2
MADD	MADD_rna-XM_015287170.2
MADD	MADD_rna-XM_015287169.2
MADD	MADD_rna-XM_015287180.2
MADD	MADD_rna-XM_015287184.2
MADD	MADD_rna-XM_015287183.2
MADD	MADD_rna-XM_015287165.2
MADD	MADD_rna-XM_015287175.2
MADD	MADD_rna-XM_015287161.2
MADD	MADD_rna-XM_015287171.2
MADD	MADD_rna-XM_025151374.1
MADD	MADD_rna-XM_015287162.2
MADD	MADD_rna-XM_015287172.2
MADD	MADD_rna-XM_015287178.2
MADD	MADD_rna-XM_015287154.2
MADD	MADD_rna-XM_015287174.2
MADD	MADD_rna-XM_015287159.2
MADD	MADD_rna-XM_015287176.2
MADD	MADD_rna-XM_015287157.2
MADD	MADD_rna-XM_015287163.2
MADD	MADD_rna-XM_015287181.2
MADD	MADD_rna-XM_015287179.2
MADD	MADD_rna-XM_015287177.2
MADD	MADD_rna-XM_015287166.2
MADD	MADD_ENSGALT00000052160.2
MADD	MADD_rna-XM_015287160.2
MADD	MADD_rna-XM_015287173.2
GALNT16	GALNT16_rna-XM_015287595.2
GALNT16	GALNT16_rna-XM_001231964.5
C5H15orf41	C5H15orf41_rna-NM_001031200.1
C5H15orf41	C5H15orf41_rna-XM_015287347.2
MAP4K5	MAP4K5_rna-XM_015276741.2
MAP4K5	MAP4K5_rna-XM_015276743.2
MAP4K5	MAP4K5_ENSGALT00000050256.2
MAP4K5	MAP4K5_rna-XM_015276744.2
MAP4K5	MAP4K5_rna-XM_015276745.2
MAP4K5	MAP4K5_rna-XM_015276742.2
PRPF39	PRPF39_rna-XM_015276785.2
PRPF39	PRPF39_rna-XM_003641432.4
reg_39	rna-XM_004941646.3
reg_39	rna-XM_001234837.4
LMO2	LMO2_rna-XM_015286755.2
reg_41	ENSGALT00000052335.3
reg_41	rna-XM_015286717.2
reg_42	rna-XM_015287768.2
reg_42	rna-XM_025151222.1
RYR3	RYR3_rna-XM_015287295.2
RYR3	RYR3_rna-XM_015287293.2
RYR3	RYR3_rna-XM_015287300.2
RYR3	RYR3_rna-XM_015287303.2
RYR3	RYR3_rna-XM_015287301.2
RYR3	RYR3_rna-XM_015287297.2
RYR3	RYR3_rna-XM_015287294.2
RYR3	RYR3_rna-XM_015287299.2
RYR3	RYR3_rna-XM_015287296.2
RYR3	RYR3_rna-XM_015287302.2
RYR3	RYR3_rna-NM_206874.2
RYR3	RYR3_rna-XM_025150610.1
RYR3	RYR3_rna-XM_015287298.2
RYR3	RYR3_rna-XM_025150609.1
RYR3	RYR3_rna-XM_025150608.1
RYR3	RYR3_rna-XM_015287292.2
NADSYN1	NADSYN1_rna-NM_001006465.1
PLEKHA7	PLEKHA7_rna-XM_025151076.1
PLEKHA7	PLEKHA7_rna-XM_025151077.1
PLEKHA7	PLEKHA7_rna-XM_025151078.1
PLEKHA7	PLEKHA7_rna-XM_015286637.2
PLEKHA7	PLEKHA7_rna-XM_015286636.2
PLEKHA7	PLEKHA7_rna-XM_015286632.2
PLEKHA7	PLEKHA7_rna-XM_025151075.1
PLEKHA7	PLEKHA7_rna-XM_025151079.1
ZNF106	ZNF106_rna-XM_025151340.1
ZNF106	ZNF106_rna-XM_421158.5
ZNF106	ZNF106_rna-XM_015287107.2
reg_47	rna-XM_015287109.2
reg_47	rna-XM_015287112.2
reg_47	rna-XM_015287110.2
reg_47	rna-XM_025150925.1
reg_47	rna-XM_025150926.1
PSEN1	PSEN1_rna-XM_015286913.2
PSEN1	PSEN1_ENSGALT00000032629.5
NGB	NGB_rna-XM_015287549.2
JKAMP	JKAMP_ENSGALT00000019598.6
FBXO34	FBXO34_rna-XM_015287518.2
FBXO34	FBXO34_rna-XM_015287512.2
FBXO34	FBXO34_rna-XM_015287522.2
TSPAN4	TSPAN4_rna-XM_025151365.1
TSPAN4	TSPAN4_rna-XM_025151369.1
TSPAN4	TSPAN4_rna-XM_025151367.1
TSPAN4	TSPAN4_rna-XM_015286702.2
TCIRG1	TCIRG1_ENSGALT00000047186.2
TCIRG1	TCIRG1_rna-XM_015286076.2
reg_54	rna-XM_426408.6
reg_55	rna-XM_015287632.1
reg_55	rna-XM_015287634.1
reg_55	rna-XM_015287630.1
reg_55	rna-XM_015287635.1
reg_55	rna-XM_015287633.1
reg_55	rna-XM_015287636.1
ITPK1	ITPK1_rna-NM_001012588.1
DTX4	DTX4_rna-XM_015286836.2
SPIA1	SPIA1_rna-NM_001277493.1
MICAL2	MICAL2_rna-XM_015286431.2
MICAL2	MICAL2_rna-XM_015286425.2
MICAL2	MICAL2_rna-XM_015286430.2
MICAL2	MICAL2_rna-XM_015286432.2
MICAL2	MICAL2_ENSGALT00000100707.1
MICAL2	MICAL2_rna-XM_015286429.2
LSP1	LSP1_rna-XM_015286522.1
reg_61	rna-XM_025151122.1
reg_61	rna-XM_025151125.1
reg_61	rna-XM_025151128.1
reg_61	rna-XM_025151123.1
reg_61	rna-XM_025151126.1
reg_61	rna-XM_025151127.1
reg_61	rna-XM_025151129.1
reg_61	rna-XM_025151124.1
reg_61	rna-XM_025151121.1
SLC25A21	SLC25A21_rna-XM_025150917.1
SLC25A21	SLC25A21_rna-XM_025150920.1
SLC25A21	SLC25A21_rna-XM_025150921.1
SLC25A21	SLC25A21_rna-XM_025150918.1
SLC25A21	SLC25A21_rna-XM_015287659.2
SLC25A21	SLC25A21_rna-XM_025150923.1
SLC25A21	SLC25A21_rna-XM_025150922.1
SLC25A21	SLC25A21_rna-XM_025150919.1
reg_63	rna-XM_015286814.2
reg_64	rna-XM_015287687.2
SPTLC2	SPTLC2_rna-NM_001006483.2
CEP128	CEP128_rna-XM_025151095.1
CEP128	CEP128_rna-XM_004941843.3
APIP	APIP_rna-NM_001031547.1
reg_68	rna-NM_205310.1
reg_68	ENSGALT00000053131.2
FOXN3	FOXN3_rna-XM_015287742.2
FOXN3	FOXN3_rna-XM_015287743.2
FOXN3	FOXN3_rna-XM_015287737.2
FOXN3	FOXN3_rna-XM_015287741.2
FOXN3	FOXN3_rna-XM_025151413.1
FOXN3	FOXN3_rna-XM_015287740.2
gga-mir-6587	gga-mir-6587_rna-NM_001031196.1
LGMN	LGMN_rna-XM_025150853.1
PSMA3	PSMA3_ENSGALT00000019655.3
ATXN3	ATXN3_rna-NM_204357.1
ATXN3	ATXN3_rna-XM_015287267.2
ATXN3	ATXN3_rna-XM_015287268.2
ATXN3	ATXN3_rna-XM_015287269.2
FERMT2	FERMT2_rna-XM_004936527.3
FERMT2	FERMT2_rna-XM_025150867.1
FERMT2	FERMT2_rna-XM_025150869.1
FERMT2	FERMT2_rna-XM_025150868.1
TALDO1	TALDO1_ENSGALT00000064920.2
CDCA4	CDCA4_rna-XM_015287486.2
RPS6KL1	RPS6KL1_rna-XM_015287692.2
RPS6KL1	RPS6KL1_rna-XM_015287688.2
RPS6KL1	RPS6KL1_rna-XM_025150872.1
RPS6KL1	RPS6KL1_rna-XM_015287691.2
RPS6KL1	RPS6KL1_rna-XM_025150873.1
RPS6KL1	RPS6KL1_rna-XM_015287690.2
TPH1	TPH1_rna-NM_204956.1
TPH1	TPH1_rna-XM_015286577.2
RASSF7	RASSF7_rna-XM_015286723.2
RASSF7	RASSF7_rna-XM_015286725.2
RASSF7	rna-XM_015286727.2
RASSF7	rna-XM_015286726.2
gga-mir-6579-1	TMEM80_ENSGALT00000103503.1
gga-mir-6579-1	gga-mir-6579-1_rna-XM_025151214.1
gga-mir-6579-1	gga-mir-6579-1_rna-XM_025151213.1
gga-mir-6579-1	gga-mir-6579-1_rna-XM_025151215.1
reg_81	rna-XM_015286272.2
reg_81	rna-XM_015286273.2
reg_81	rna-XM_025151353.1
reg_81	ENSGALT00000052081.2
reg_81	rna-XM_025151354.1
SOX6	SOX6_rna-XM_025150680.1
SOX6	SOX6_rna-XM_015286512.2
SOX6	SOX6_rna-XM_015286513.2
SOX6	SOX6_rna-XM_025150684.1
SOX6	SOX6_rna-XM_025150674.1
SOX6	SOX6_rna-XM_025150679.1
CCDC88C	CCDC88C_rna-XM_004941868.3
CCDC88C	CCDC88C_rna-XM_015287749.1
CCDC88C	CCDC88C_ENSGALT00000081151.2
CCDC88C	CCDC88C_rna-XM_025151373.1
PPP4R3A	PPP4R3A_rna-XM_004941870.3
PPP4R3A	PPP4R3A_rna-XM_421321.5
POMT2	POMT2_rna-XM_004941832.3
POMT2	POMT2_rna-XM_025150894.1
POMT2	POMT2_ENSGALT00000073797.2
BDNF	BDNF_rna-XM_015286154.2
BDNF	BDNF_rna-XM_015286148.2
BDNF	BDNF_rna-XM_015286149.2
BTBD7	BTBD7_rna-XM_004941881.3
BTBD7	BTBD7_rna-XM_421333.6
NIN	NIN_ENSGALT00000020190.6
NIN	NIN_rna-XM_004936504.2
NIN	NIN_rna-XM_025151278.1
NIN	NIN_rna-XM_004936508.3
NIN	NIN_rna-XM_004936507.2
TA3	TA3_ENSGALT00000037343.2
TA3	TA3_rna-XM_015287505.2
TA3	TA3_rna-XM_015287506.2
TA3	TA3_rna-XM_015287504.2
RALGAPA1	RALGAPA1_rna-XM_015287379.2
RALGAPA1	RALGAPA1_rna-NM_001277447.1
RALGAPA1	RALGAPA1_rna-XM_015287380.2
RALGAPA1	RALGAPA1_rna-XM_025150742.1
RALGAPA1	RALGAPA1_ENSGALT00000054476.2
RALGAPA1	RALGAPA1_rna-XM_015287376.2
RALGAPA1	RALGAPA1_rna-XM_015287375.2
RALGAPA1	RALGAPA1_rna-XM_015287373.2
RALGAPA1	RALGAPA1_rna-XM_015287371.2
RALGAPA1	RALGAPA1_rna-XM_015287374.2
RALGAPA1	RALGAPA1_rna-XM_015287370.2
RALGAPA1	RALGAPA1_rna-XM_025150740.1
RALGAPA1	RALGAPA1_rna-XM_015287372.2
SYNE3	rna-XM_421348.6
SYNE3	SYNE3_rna-XM_025151393.1
reg_92	rna-XM_015286885.2
reg_92	rna-XM_015286887.2
reg_92	rna-XM_015286884.2
reg_92	rna-XM_015286890.2
reg_92	rna-XM_015286882.2
reg_92	rna-XM_015286888.2
reg_92	rna-XM_015286886.2
reg_92	rna-XM_025151120.1
reg_92	rna-XM_015286883.2
MBIP	MBIP_rna-XM_421246.6
NDUFS3	NDUFS3_rna-XM_015287010.2
reg_95	rna-XM_015287085.2
reg_95	rna-NM_001199684.1
CTNND1	CTNND1_rna-XM_015286851.2
CTNND1	CTNND1_rna-XM_015286845.2
CTNND1	CTNND1_rna-XM_015286848.1
CTNND1	CTNND1_rna-XM_004941498.2
CTNND1	CTNND1_rna-XM_025151164.1
CTNND1	CTNND1_rna-XM_004941499.2
CTNND1	CTNND1_rna-XM_015286850.2
CTNND1	CTNND1_rna-XM_015286847.1
NDUFS8	NDUFS8_rna-XM_001232779.5
CPT1A	CPT1A_rna-XM_015286795.2
CPT1A	CPT1A_rna-XM_015286798.2
NKX2-8	NKX2-8_ENSGALT00000045267.3
NKX2-8	NKX2-8_rna-XM_003641360.4
PCNX1	PCNX1_rna-XM_025150848.1
PCNX1	PCNX1_rna-XM_025150850.1
PCNX1	PCNX1_rna-XM_025150847.1
PCNX1	PCNX1_rna-XM_015287572.2
PCNX1	PCNX1_rna-XM_025150849.1
PCNX1	PCNX1_rna-XM_015287575.2
PCNX1	PCNX1_rna-XM_015287571.2
PCNX1	PCNX1_rna-XM_015287576.2
PCNX1	PCNX1_rna-XM_015287574.2
DTD2	DTD2_rna-XM_001234139.5
DTD2	DTD2_rna-XM_004941754.1
reg_102	rna-XM_015276769.2
reg_102	ENSGALT00000096187.1
reg_102	rna-XM_015276768.2
reg_103	rna-XM_004936433.2
reg_104	ENSGALT00000054780.2
FOXA1	FOXA1_rna-XM_025151219.1
FOXA1	FOXA1_rna-XM_004941922.3
FOXA1	FOXA1_rna-XM_025151218.1
reg_106	ENSGALT00000011936.5
ZFYVE26	ZFYVE26_rna-XM_421195.6
ZFYVE26	ZFYVE26_rna-XM_025151139.1
ZFYVE26	ZFYVE26_rna-XM_004941716.3
ZFYVE26	ZFYVE26_rna-XM_004941715.3
FANCM	FANCM_ENSGALT00000103422.1
FANCM	FANCM_rna-XM_015276780.2
RAB3IL1	rna-XM_015286804.2
RAB3IL1	RAB3IL1_rna-XM_015286803.2
RAB3IL1	RAB3IL1_rna-XM_025150697.1
PARVA	PARVA_rna-XM_025151217.1
PARVA	PARVA_rna-XM_004941362.3
PARVA	PARVA_rna-XM_015286436.2
USH1C	USH1C_rna-XM_015286645.2
USH1C	USH1C_rna-XM_025151013.1
USH1C	USH1C_rna-XM_015286648.2
USH1C	USH1C_rna-XM_015286651.2
USH1C	USH1C_rna-XM_015286646.2
USH1C	USH1C_rna-XM_015286649.2
USH1C	USH1C_rna-XM_015286647.2
USH1C	USH1C_rna-XM_015286650.2
USH1C	USH1C_rna-XM_015286644.2
SLC5A12	SLC5A12_rna-XM_428889.4
PIGH	PIGH_ENSGALT00000015480.7
PIGH	PIGH_rna-XM_015287338.2
KCNK10	KCNK10_rna-XM_004941854.3
PPP1R13B	PPP1R13B_rna-XM_015287839.2
PPP1R13B	PPP1R13B_rna-XM_015287840.2
PPP1R13B	PPP1R13B_rna-XM_015287841.2
PPP1R13B	PPP1R13B_rna-XM_015287836.2
PPP1R13B	PPP1R13B_rna-XM_004936383.3
PPP1R13B	PPP1R13B_rna-XM_015287837.2
PPP1R13B	PPP1R13B_rna-XM_421392.6
PPP1R13B	PPP1R13B_rna-XM_004936380.3
TTC7B	TTC7B_rna-XM_025150778.1
TTC7B	TTC7B_rna-NM_001006484.3
reg_117	ENSGALT00000019972.6
TMEM229B	TMEM229B_rna-XM_015287334.2
RPAP1	RPAP1_rna-XM_421141.5
RPAP1	RPAP1_rna-XM_004941628.2
reg_120	rna-XM_025151160.1
reg_120	rna-XM_025151159.1
BRSK2	BRSK2_rna-XM_015286601.2
BRSK2	BRSK2_rna-XM_015286611.2
BRSK2	BRSK2_rna-XM_015286605.2
BRSK2	BRSK2_rna-XM_015286604.2
BRSK2	BRSK2_rna-XM_015286606.2
BRSK2	BRSK2_rna-XM_015286608.2
BRSK2	BRSK2_rna-NM_001199596.1
BRSK2	BRSK2_rna-XM_015286602.2
BRSK2	BRSK2_ENSGALT00000097916.1
BRSK2	BRSK2_rna-XM_015286603.2
BRSK2	BRSK2_rna-XM_015286609.2
BRSK2	BRSK2_rna-XM_015286610.2
PAPLN	PAPLN_rna-XM_004941667.2
PAPLN	PAPLN_rna-XM_426430.6
PAPLN	PAPLN_rna-XM_015287093.2
PAPLN	PAPLN_rna-XM_015287095.1
PAPLN	PAPLN_rna-XM_004941664.3
ZNF143	ZNF143_rna-XM_015286465.2
ZNF143	ZNF143_rna-XM_025151320.1
ZNF143	ZNF143_rna-XM_015286466.2
ZNF143	ZNF143_rna-XM_025151317.1
ZNF143	ZNF143_rna-XM_025151316.1
gga-mir-6544	INO80_ENSGALT00000107557.1
gga-mir-6544	gga-mir-6544_rna-NM_001199657.1
FAM161B	FAM161B_rna-XM_015287666.2
FAM161B	FAM161B_rna-XM_004941784.3
reg_126	rna-XM_025151130.1
ZBTB1	rna-XM_015287880.2
ZBTB1	rna-XM_015287875.2
ZBTB1	ZBTB1_rna-XM_025151016.1
ZBTB1	rna-XM_015287879.2
ZBTB1	rna-XM_015287878.2
USP47	USP47_rna-NM_001199582.1
USP47	USP47_rna-XM_015286368.2
USP47	USP47_rna-XM_015286370.2
USP47	USP47_rna-XM_015286369.2
PLCB2	PLCB2_rna-XM_015286276.2
PLCB2	PLCB2_rna-XM_015286275.2
PLCB2	PLCB2_rna-XM_025151350.1
STXBP6	STXBP6_rna-XM_015287352.2
STXBP6	STXBP6_rna-XM_015287354.2
reg_131	rna-XM_001233884.5
BCL11B	BCL11B_rna-XM_004941933.3
BCL11B	BCL11B_rna-XM_004941932.3
BCL11B	BCL11B_rna-XM_003641409.4
BCL11B	BCL11B_rna-XM_003641410.4
EML5	EML5_rna-XM_025151284.1
EML5	EML5_rna-XM_025151282.1
EML5	EML5_rna-XM_421310.5
EML5	EML5_rna-XM_025151285.1
EML5	EML5_rna-XM_015287733.2
EML5	EML5_rna-XM_025151283.1
reg_134	rna-XM_025150886.1
DDX24	DDX24_rna-XM_025150931.1
DDX24	DDX24_rna-XM_025150932.1
PPP2R3C	PPP2R3C_ENSGALT00000016334.7
MAPK8IP1	MAPK8IP1_rna-XM_015287220.1
MAPK8IP1	MAPK8IP1_rna-XM_421126.5
MAPK8IP1	MAPK8IP1_ENSGALT00000098545.1
MAPK8IP1	MAPK8IP1_rna-XM_015287218.2
MAPK8IP1	MAPK8IP1_rna-XM_015287221.2
HECTD1	HECTD1_rna-XM_015287624.2
HECTD1	HECTD1_rna-XM_015287622.2
HECTD1	HECTD1_rna-XM_015287623.2
HECTD1	HECTD1_rna-XM_004941742.3
HECTD1	HECTD1_rna-XM_015287621.2
HECTD1	HECTD1_rna-XM_421227.6
GALC	GALC_rna-XM_025150952.1
GALC	GALC_rna-XM_421304.6
STON2	STON2_rna-XM_421302.5
reg_141	ENSGALT00000092953.1
TTBK2	TTBK2_rna-XM_004941660.3
TTBK2	TTBK2_rna-XM_015287102.2
TTBK2	TTBK2_rna-XM_421164.6
reg_143	rna-XM_426427.6
EHD4	EHD4_rna-XM_003641349.4
EHD4	EHD4_rna-XM_015287117.2
EHD4	EHD4_rna-XM_025151020.1
reg_145	ENSGALT00000102651.1
SYT7	SYT7_rna-XM_015286106.2
SYT7	SYT7_rna-XM_015286104.2
SYT7	SYT7_rna-XM_025151188.1
SYT7	SYT7_rna-XM_025151186.1
SYT7	SYT7_rna-XM_015286105.2
SYT7	SYT7_rna-XM_025151190.1
SYT7	SYT7_rna-XM_025151187.1
EXD2	EXD2_rna-XM_025150718.1
EXD2	EXD2_rna-XM_025150717.1
reg_148	ENSGALT00000107755.1
HIF1A	HIF1A_rna-XM_015287266.2
HIF1A	HIF1A_rna-NM_204297.1
HIF1A	HIF1A_rna-XM_015287264.2
HIF1A	HIF1A_rna-XM_025150539.1
HIF1A	HIF1A_rna-XM_015287262.2
HIF1A	HIF1A_rna-XM_015287265.2
AIP	AIP_ENSGALT00000069733.2
reg_151	ENSGALT00000056009.2
PPM1A	PPM1A_rna-XM_015287914.2
PPM1A	PPM1A_rna-XM_015287916.2
PPM1A	PPM1A_rna-XM_015287915.2
CREB3L1	CREB3L1_rna-XM_025151145.1
CREB3L1	CREB3L1_rna-XM_015287237.2
CREB3L1	CREB3L1_rna-XM_003641390.4
CREB3L1	CREB3L1_rna-XM_015287236.2
CREB3L1	CREB3L1_rna-XM_004941610.3
NDUFAF1	NDUFAF1_ENSGALT00000013981.7
AREL1	AREL1_rna-XM_015287685.2
AREL1	AREL1_rna-XM_025150871.1
AREL1	AREL1_rna-XM_015287682.2
SLC25A29	SLC25A29_rna-XM_421366.5
L2HGDH	L2HGDH_ENSGALT00000107879.1
L2HGDH	L2HGDH_rna-XM_421462.6
LARGE2	LARGE2_rna-XM_015287061.2
LARGE2	LARGE2_rna-XM_015287062.2
LARGE2	LARGE2_rna-XM_015287058.2
reg_159	rna-XM_025151231.1
reg_159	rna-XM_004936424.2
reg_159	rna-XM_001235693.5
ATG13	ATG13_rna-XM_015287229.2
ATG13	ATG13_rna-XM_025151378.1
ATG13	ATG13_rna-XM_015287226.2
ATG13	ATG13_rna-XM_015287225.2
ATG13	ATG13_rna-XM_015287227.2
ATG13	ATG13_rna-XM_025151379.1
ATG13	ATG13_rna-XM_015287232.2
ATG13	ATG13_rna-XM_015287233.2
ATG13	ATG13_rna-XM_015287234.2
ATG13	ATG13_rna-XM_015287231.2
ATG13	ATG13_rna-XM_015287228.2
ATG13	ATG13_rna-XM_015287230.2
ALX4	ALX4_rna-NM_204162.1
NAA30	NAA30_ENSGALT00000019761.6
reg_163	rna-XM_004936418.3
WT1	WT1_rna-XM_015286134.2
WT1	WT1_ENSGALT00000019788.6
HSP90AA1	HSP90AA1_ENSGALT00000088207.2
HSP90AA1	HSP90AA1_rna-NM_001109785.1
CYP2R1	CYP2R1_ENSGALT00000009745.6
CYP2R1	CYP2R1_rna-XM_004941395.3
TGFB3	TGFB3_ENSGALT00000037707.5
FAR1	FAR1_rna-XM_015286360.2
